inputId,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,year,semester
1916,BBB,0,South East Region,2.0,80-90%,35-55,0,60,0,1,2013,J
1917,BBB,0,South Region,0.0,90-100%,0-35,0,60,0,1,2013,J
1918,BBB,1,London Region,4.0,30-40%,35-55,0,60,0,1,2013,J
1919,BBB,0,East Anglian Region,1.0,30-40%,0-35,1,60,0,0,2013,J
1920,BBB,1,Yorkshire Region,1.0,70-80%,0-35,0,60,0,1,2013,J
1921,BBB,0,East Anglian Region,1.0,40-50%,35-55,0,120,1,1,2013,J
1922,BBB,1,South East Region,2.0,30-40%,0-35,0,60,0,0,2013,J
1923,BBB,0,East Midlands Region,2.0,30-40%,0-35,0,120,0,1,2013,J
1924,BBB,0,Yorkshire Region,3.0,60-70%,0-35,1,60,0,1,2013,J
1925,BBB,0,North Western Region,1.0,60-70%,35-55,0,60,0,1,2013,J
1926,BBB,0,South Region,2.0,80-90%,0-35,0,60,0,0,2013,J
1927,BBB,0,Wales,3.0,80-90%,0-35,1,60,0,0,2013,J
1928,BBB,0,East Midlands Region,2.0,30-40%,35-55,0,60,1,1,2013,J
1929,BBB,0,South West Region,1.0,60-70%,35-55,0,120,0,0,2013,J
1930,BBB,0,North Western Region,1.0,0-10%,0-35,1,120,0,0,2013,J
1931,BBB,0,East Midlands Region,2.0,0-10%,0-35,0,60,1,1,2013,J
1932,BBB,0,South West Region,1.0,80-90%,0-35,0,60,0,0,2013,J
1933,BBB,0,South Region,3.0,80-90%,35-55,0,60,0,1,2013,J
1934,BBB,0,South Region,2.0,80-90%,35-55,1,60,1,1,2013,J
1935,BBB,0,West Midlands Region,1.0,20-30%,0-35,2,120,0,1,2013,J
1936,BBB,1,London Region,2.0,40-50%,0-35,0,120,0,1,2013,J
1937,BBB,0,North Region,3.0,80-90%,35-55,0,60,0,1,2013,J
1938,BBB,0,Wales,1.0,10-20%,35-55,1,90,1,0,2013,J
1939,BBB,0,East Midlands Region,2.0,10-20%,35-55,0,60,0,1,2013,J
1940,BBB,0,Scotland,3.0,20-30%,0-35,0,60,0,1,2013,J
1941,BBB,0,East Midlands Region,1.0,0-10%,0-35,1,60,0,1,2013,J
1942,BBB,0,North Western Region,3.0,80-90%,35-55,0,60,0,1,2013,J
1943,BBB,0,Scotland,1.0,30-40%,0-35,1,60,0,1,2013,J
1944,BBB,1,North Western Region,1.0,50-60%,35-55,0,60,1,0,2013,J
1945,BBB,0,London Region,2.0,30-40%,35-55,0,60,0,1,2013,J
1946,BBB,0,London Region,1.0,10-20%,0-35,0,60,0,1,2013,J
1947,BBB,0,Wales,2.0,30-40%,0-35,1,120,0,1,2013,J
1948,BBB,0,West Midlands Region,2.0,90-100%,0-35,0,120,0,1,2013,J
1949,BBB,0,Wales,2.0,40-50%,0-35,0,60,0,0,2013,J
1950,BBB,0,Scotland,2.0,90-100%,0-35,0,90,0,1,2013,J
1951,BBB,0,South Region,2.0,80-90%,35-55,0,120,0,1,2013,J
1952,BBB,0,London Region,2.0,10-20%,35-55,0,90,1,1,2013,J
1953,BBB,0,South East Region,3.0,90-100%,0-35,2,60,0,1,2013,J
1954,BBB,0,South Region,1.0,90-100%,35-55,0,60,0,1,2013,J
1955,BBB,0,East Anglian Region,1.0,90-100%,0-35,0,90,0,1,2013,J
1956,BBB,0,North Western Region,2.0,0-10%,0-35,1,60,0,0,2013,J
1957,BBB,0,South Region,1.0,0-10%,0-35,1,60,1,0,2013,J
1958,BBB,0,Ireland,1.0,80-90%,35-55,0,75,0,1,2013,J
1959,BBB,1,North Western Region,1.0,30-40%,35-55,0,60,0,0,2013,J
1960,BBB,0,South East Region,3.0,90-100%,35-55,0,60,0,1,2013,J
1961,BBB,1,East Anglian Region,3.0,20-30%,35-55,1,120,0,0,2013,J
1962,BBB,0,South West Region,2.0,20-30%,0-35,1,60,1,1,2013,J
1963,BBB,0,Scotland,1.0,40-50%,0-35,2,60,1,0,2013,J
1964,BBB,0,London Region,2.0,10-20%,0-35,0,210,1,0,2013,J
1965,BBB,0,East Midlands Region,2.0,70-80%,0-35,2,60,0,1,2013,J
1966,BBB,1,North Western Region,3.0,0-10%,0-35,1,180,0,0,2013,J
1967,BBB,0,Yorkshire Region,2.0,70-80%,35-55,0,60,0,1,2013,J
1968,BBB,0,Wales,1.0,70-80%,0-35,2,60,0,0,2013,J
1969,BBB,0,North Western Region,2.0,0-10%,35-55,0,60,0,1,2013,J
1970,BBB,0,South West Region,1.0,40-50%,0-35,2,120,0,1,2013,J
1971,BBB,0,Wales,2.0,60-70%,35-55,0,60,0,1,2013,J
1972,BBB,0,Wales,2.0,0-10%,0-35,1,60,0,0,2013,J
1973,BBB,1,London Region,1.0,40-50%,0-35,0,120,0,1,2013,J
1974,BBB,0,South East Region,1.0,80-90%,0-35,0,60,1,1,2013,J
1975,BBB,0,South Region,1.0,50-60%,0-35,0,60,0,1,2013,J
1976,BBB,0,East Midlands Region,2.0,40-50%,0-35,0,60,0,1,2013,J
1977,BBB,0,Ireland,1.0,30-40%,0-35,1,120,0,1,2013,J
1978,BBB,0,Yorkshire Region,2.0,0-10%,0-35,1,60,0,0,2013,J
1979,BBB,0,South Region,2.0,20-30%,0-35,0,60,0,1,2013,J
1980,BBB,0,Wales,1.0,0-10%,0-35,0,60,0,0,2013,J
1981,BBB,1,Wales,1.0,10-20%,0-35,2,60,0,0,2013,J
1982,BBB,0,South East Region,3.0,80-90%,0-35,1,180,0,0,2013,J
1983,BBB,0,Scotland,1.0,20-30%,0-35,0,60,1,1,2013,J
1984,BBB,1,Wales,1.0,10-20%,35-55,0,60,0,0,2013,J
1985,BBB,0,Yorkshire Region,1.0,10-20%,0-35,0,120,0,0,2013,J
1986,BBB,0,Wales,1.0,50-60%,0-35,1,60,0,1,2013,J
1987,BBB,1,East Anglian Region,2.0,20-30%,35-55,2,60,0,1,2013,J
1988,BBB,0,South West Region,2.0,70-80%,35-55,0,60,1,1,2013,J
1989,BBB,0,South East Region,1.0,70-80%,35-55,0,60,0,1,2013,J
1990,BBB,0,East Anglian Region,2.0,40-50%,0-35,1,60,0,1,2013,J
1991,BBB,0,East Anglian Region,1.0,20-30%,0-35,0,120,0,1,2013,J
1992,BBB,1,Scotland,1.0,90-100%,0-35,1,60,0,1,2013,J
1993,BBB,0,South Region,3.0,60-70%,0-35,0,60,0,1,2013,J
1994,BBB,0,South Region,2.0,10-20%,35-55,0,120,0,1,2013,J
1995,BBB,1,South East Region,1.0,70-80%,0-35,0,60,1,1,2013,J
1996,BBB,1,East Anglian Region,3.0,70-80%,0-35,1,60,0,0,2013,J
1997,BBB,0,South West Region,3.0,50-60%,35-55,0,90,0,1,2013,J
1998,BBB,0,Scotland,3.0,20-30%,35-55,0,60,0,0,2013,J
1999,BBB,0,South East Region,3.0,90-100%,35-55,3,60,0,0,2013,J
2000,BBB,0,Yorkshire Region,1.0,30-40%,0-35,0,60,0,1,2013,J
2001,BBB,0,South West Region,1.0,30-40%,0-35,0,120,0,0,2013,J
2002,BBB,0,London Region,2.0,70-80%,0-35,0,60,0,1,2013,J
2003,BBB,0,East Anglian Region,2.0,50-60%,0-35,0,120,0,1,2013,J
2004,BBB,1,South East Region,2.0,0-10%,0-35,0,60,0,1,2013,J
2005,BBB,0,East Anglian Region,2.0,70-80%,35-55,1,60,0,1,2013,J
2006,BBB,0,Ireland,2.0,10-20%,0-35,0,120,0,1,2013,J
2007,BBB,0,South East Region,3.0,30-40%,0-35,0,60,0,1,2013,J
2008,BBB,0,Scotland,2.0,30-40%,0-35,0,60,1,1,2013,J
2009,BBB,0,West Midlands Region,1.0,70-80%,0-35,0,60,0,1,2013,J
2010,BBB,0,East Anglian Region,2.0,80-90%,0-35,2,90,0,0,2013,J
2011,BBB,0,Scotland,3.0,80-90%,35-55,0,60,0,1,2013,J
2012,BBB,0,Scotland,3.0,30-40%,35-55,1,60,0,0,2013,J
2013,BBB,0,South East Region,2.0,20-30%,0-35,0,60,0,1,2013,J
2014,BBB,0,South Region,2.0,70-80%,0-35,0,210,0,1,2013,J
2015,BBB,0,South East Region,2.0,80-90%,0-35,1,60,0,1,2013,J
2016,BBB,0,Wales,2.0,80-90%,35-55,1,60,0,0,2013,J
2017,BBB,0,South West Region,1.0,20-30%,35-55,2,60,0,0,2013,J
2018,BBB,0,South West Region,3.0,20-30%,0-35,1,120,0,1,2013,J
2019,BBB,0,Scotland,1.0,50-60%,0-35,2,60,0,0,2013,J
2020,BBB,0,South West Region,2.0,50-60%,0-35,0,60,0,1,2013,J
2021,BBB,0,South East Region,1.0,80-90%,0-35,0,60,0,1,2013,J
2022,BBB,0,South Region,2.0,70-80%,0-35,0,60,0,0,2013,J
2023,BBB,0,South East Region,2.0,90-100%,0-35,0,165,0,1,2013,J
2024,BBB,0,South Region,2.0,30-40%,0-35,0,60,0,1,2013,J
2025,BBB,0,North Region,1.0,40-50%,0-35,0,60,0,1,2013,J
2026,BBB,0,Wales,1.0,20-30%,0-35,1,60,0,1,2013,J
2027,BBB,0,Wales,3.0,90-100%,35-55,2,120,0,1,2013,J
2028,BBB,0,Yorkshire Region,2.0,20-30%,0-35,0,180,0,1,2013,J
2029,BBB,0,South West Region,2.0,70-80%,0-35,1,120,0,1,2013,J
2030,BBB,0,East Midlands Region,1.0,20-30%,0-35,0,60,0,0,2013,J
2031,BBB,0,East Anglian Region,1.0,90-100%,0-35,1,90,0,1,2013,J
2032,BBB,0,West Midlands Region,2.0,0-10%,0-35,1,60,0,0,2013,J
2033,BBB,0,Yorkshire Region,2.0,10-20%,0-35,1,90,0,0,2013,J
2034,BBB,0,East Anglian Region,1.0,20-30%,0-35,1,60,0,0,2013,J
2035,BBB,0,South West Region,1.0,50-60%,35-55,0,60,0,1,2013,J
2036,BBB,0,West Midlands Region,1.0,10-20%,35-55,0,60,0,0,2013,J
2037,BBB,0,North Region,2.0,10-20%,0-35,0,90,0,1,2013,J
2038,BBB,1,London Region,2.0,0-10%,0-35,0,60,0,0,2013,J
2039,BBB,0,Wales,2.0,0-10%,0-35,1,60,0,0,2013,J
2040,BBB,0,East Anglian Region,1.0,30-40%,0-35,2,60,0,0,2013,J
2041,BBB,0,Wales,2.0,0-10%,0-35,0,180,0,0,2013,J
2042,BBB,0,Yorkshire Region,1.0,0-10%,0-35,0,120,0,1,2013,J
2043,BBB,0,Scotland,3.0,60-70%,0-35,0,60,0,1,2013,J
2044,BBB,1,East Anglian Region,2.0,30-40%,0-35,0,60,0,0,2013,J
2045,BBB,0,East Anglian Region,1.0,50-60%,0-35,0,60,0,1,2013,J
2046,BBB,0,South Region,2.0,80-90%,35-55,0,90,0,1,2013,J
2047,BBB,0,London Region,2.0,20-30%,35-55,1,60,0,0,2013,J
2048,BBB,0,East Midlands Region,2.0,40-50%,0-35,0,120,0,1,2013,J
2049,BBB,0,West Midlands Region,2.0,40-50%,0-35,0,120,1,0,2013,J
2050,BBB,0,London Region,1.0,10-20%,35-55,0,120,1,1,2013,J
2051,BBB,0,South Region,2.0,80-90%,0-35,0,60,1,1,2013,J
2052,BBB,0,Ireland,2.0,20-30%,35-55,0,60,0,0,2013,J
2053,BBB,0,South East Region,1.0,60-70%,0-35,0,60,1,1,2013,J
2054,BBB,0,Wales,1.0,30-40%,0-35,1,70,0,0,2013,J
2055,BBB,0,Wales,2.0,0-10%,0-35,2,60,0,0,2013,J
2056,BBB,0,South East Region,2.0,80-90%,0-35,0,120,0,0,2013,J
2057,BBB,0,South Region,2.0,80-90%,0-35,0,60,0,1,2013,J
2058,BBB,0,East Midlands Region,1.0,10-20%,0-35,2,60,1,0,2013,J
2059,BBB,0,Wales,2.0,50-60%,0-35,0,60,0,1,2013,J
2060,BBB,0,Scotland,2.0,20-30%,0-35,0,60,1,1,2013,J
2061,BBB,0,North Region,2.0,10-20%,0-35,1,60,0,0,2013,J
2062,BBB,0,East Midlands Region,2.0,90-100%,0-35,3,60,1,1,2013,J
2063,BBB,0,West Midlands Region,1.0,0-10%,0-35,1,60,1,0,2013,J
2064,BBB,0,Wales,2.0,30-40%,0-35,0,120,0,1,2013,J
2065,BBB,0,London Region,2.0,20-30%,0-35,0,60,1,0,2013,J
2066,BBB,0,London Region,2.0,40-50%,0-35,0,60,0,1,2013,J
2067,BBB,0,South East Region,3.0,10-20%,0-35,1,120,0,0,2013,J
2068,BBB,0,London Region,2.0,0-10%,0-35,2,60,0,1,2013,J
2069,BBB,1,West Midlands Region,2.0,60-70%,0-35,2,60,0,1,2013,J
2070,BBB,0,Wales,1.0,80-90%,0-35,0,120,0,0,2013,J
2071,BBB,0,East Midlands Region,2.0,0-10%,0-35,0,60,0,1,2013,J
2072,BBB,0,South West Region,2.0,40-50%,0-35,1,60,0,1,2013,J
2073,BBB,0,South West Region,2.0,0-10%,35-55,0,60,0,1,2013,J
2074,BBB,0,Yorkshire Region,2.0,40-50%,35-55,0,60,0,1,2013,J
2075,BBB,0,East Anglian Region,1.0,40-50%,0-35,1,60,0,1,2013,J
2076,BBB,0,East Anglian Region,2.0,30-40%,35-55,1,90,0,0,2013,J
2077,BBB,0,Ireland,2.0,60-70%,0-35,0,60,0,1,2013,J
2078,BBB,0,East Anglian Region,1.0,20-30%,0-35,0,120,1,0,2013,J
2079,BBB,0,East Anglian Region,2.0,50-60%,0-35,0,120,0,1,2013,J
2080,BBB,0,Wales,2.0,80-90%,0-35,0,180,0,1,2013,J
2081,BBB,0,London Region,2.0,10-20%,35-55,3,60,0,1,2013,J
2082,BBB,0,Ireland,2.0,60-70%,35-55,1,180,0,0,2013,J
2083,BBB,0,South Region,1.0,40-50%,0-35,0,60,0,1,2013,J
2084,BBB,0,South West Region,2.0,40-50%,0-35,0,60,0,1,2013,J
2085,BBB,0,Scotland,2.0,60-70%,0-35,0,60,0,1,2013,J
2086,BBB,0,Wales,1.0,40-50%,0-35,1,60,0,0,2013,J
2087,BBB,0,West Midlands Region,3.0,0-10%,0-35,1,60,0,1,2013,J
2088,BBB,1,Wales,3.0,0-10%,35-55,0,60,0,0,2013,J
2089,BBB,0,Scotland,2.0,70-80%,35-55,0,60,0,1,2013,J
2090,BBB,0,East Anglian Region,1.0,50-60%,35-55,1,330,1,1,2013,J
2091,BBB,1,North Western Region,2.0,90-100%,0-35,0,90,0,1,2013,J
2092,BBB,0,South West Region,2.0,90-100%,0-35,0,60,0,1,2013,J
2093,BBB,0,Ireland,3.0,90-100%,0-35,0,60,0,0,2013,J
2094,BBB,0,Scotland,2.0,60-70%,0-35,0,60,0,0,2013,J
2095,BBB,0,North Western Region,2.0,60-70%,35-55,1,120,0,0,2013,J
2096,BBB,0,Wales,1.0,40-50%,0-35,0,120,0,1,2013,J
2097,BBB,0,South West Region,3.0,40-50%,35-55,0,120,0,1,2013,J
2098,BBB,0,South West Region,1.0,80-90%,35-55,1,60,0,0,2013,J
2099,BBB,0,West Midlands Region,3.0,0-10%,0-35,0,60,0,1,2013,J
2100,BBB,0,South East Region,2.0,40-50%,0-35,3,60,0,0,2013,J
2101,BBB,0,South East Region,1.0,90-100%,0-35,1,120,0,1,2013,J
2102,BBB,1,Wales,2.0,90-100%,0-35,0,210,0,1,2013,J
2103,BBB,0,West Midlands Region,1.0,0-10%,0-35,2,120,0,1,2013,J
2104,BBB,0,West Midlands Region,3.0,0-10%,35-55,2,60,0,0,2013,J
2105,BBB,1,East Midlands Region,1.0,0-10%,35-55,1,90,0,0,2013,J
2106,BBB,0,Wales,1.0,30-40%,0-35,0,180,0,1,2013,J
2107,BBB,0,West Midlands Region,1.0,10-20%,0-35,0,60,0,1,2013,J
2108,BBB,0,Wales,2.0,30-40%,35-55,0,120,0,1,2013,J
2109,BBB,1,West Midlands Region,1.0,20-30%,0-35,0,120,0,1,2013,J
2110,BBB,0,East Anglian Region,1.0,50-60%,35-55,0,60,0,1,2013,J
2111,BBB,0,South East Region,1.0,20-30%,35-55,1,60,0,1,2013,J
2112,BBB,0,Yorkshire Region,2.0,70-80%,0-35,0,90,0,1,2013,J
2113,BBB,0,Ireland,1.0,10-20%,0-35,2,120,0,0,2013,J
2114,BBB,0,South East Region,2.0,60-70%,0-35,0,60,0,1,2013,J
2115,BBB,0,Wales,3.0,30-40%,35-55,0,60,0,1,2013,J
2116,BBB,0,Wales,2.0,80-90%,0-35,0,120,0,1,2013,J
2117,BBB,1,Scotland,3.0,60-70%,0-35,0,60,0,1,2013,J
2118,BBB,0,West Midlands Region,2.0,30-40%,0-35,0,120,0,1,2013,J
2119,BBB,0,East Anglian Region,2.0,70-80%,0-35,0,90,0,1,2013,J
2120,BBB,0,Yorkshire Region,1.0,50-60%,35-55,0,60,0,1,2013,J
2121,BBB,1,Wales,1.0,50-60%,0-35,0,60,0,1,2013,J
2122,BBB,0,East Anglian Region,2.0,50-60%,0-35,0,60,0,1,2013,J
2123,BBB,0,West Midlands Region,1.0,0-10%,0-35,3,60,0,0,2013,J
2124,BBB,0,East Anglian Region,1.0,50-60%,35-55,0,60,0,1,2013,J
2125,BBB,0,North Western Region,1.0,20-30%,35-55,0,60,0,1,2013,J
2126,BBB,1,West Midlands Region,1.0,50-60%,0-35,1,60,0,1,2013,J
2127,BBB,0,North Western Region,1.0,20-30%,0-35,2,60,0,0,2013,J
2128,BBB,0,West Midlands Region,1.0,0-10%,0-35,2,60,0,1,2013,J
2129,BBB,0,East Midlands Region,2.0,20-30%,0-35,1,60,0,0,2013,J
2130,BBB,0,Yorkshire Region,2.0,70-80%,0-35,2,60,0,0,2013,J
2131,BBB,0,Yorkshire Region,2.0,40-50%,0-35,0,60,0,1,2013,J
2132,BBB,0,East Anglian Region,2.0,70-80%,0-35,0,60,0,1,2013,J
2133,BBB,0,Ireland,2.0,20-30%,0-35,0,60,0,0,2013,J
2134,BBB,0,North Western Region,1.0,0-10%,0-35,0,90,0,0,2013,J
2135,BBB,1,East Midlands Region,2.0,30-40%,0-35,1,60,0,1,2013,J
2136,BBB,0,London Region,1.0,50-60%,0-35,0,120,0,1,2013,J
2137,BBB,1,South Region,2.0,20-30%,35-55,0,120,0,1,2013,J
2138,BBB,0,Wales,2.0,30-40%,0-35,2,60,0,0,2013,J
2139,BBB,0,Wales,1.0,40-50%,0-35,3,60,0,1,2013,J
2140,BBB,0,South Region,1.0,40-50%,0-35,1,60,0,1,2013,J
2141,BBB,0,Scotland,1.0,60-70%,0-35,2,60,0,1,2013,J
2142,BBB,0,East Midlands Region,2.0,50-60%,0-35,1,120,0,0,2013,J
2143,BBB,1,East Anglian Region,0.0,20-30%,0-35,1,120,0,0,2013,J
2144,BBB,0,South East Region,2.0,70-80%,0-35,0,60,0,1,2013,J
2145,BBB,0,South East Region,2.0,30-40%,35-55,1,60,0,1,2013,J
2146,BBB,0,East Anglian Region,2.0,90-100%,35-55,0,120,0,1,2013,J
2147,BBB,0,East Midlands Region,2.0,0-10%,35-55,1,60,0,1,2013,J
2148,BBB,0,London Region,1.0,60-70%,35-55,0,60,0,0,2013,J
2149,BBB,1,East Anglian Region,1.0,70-80%,0-35,0,120,0,1,2013,J
2150,BBB,1,East Anglian Region,1.0,90-100%,0-35,1,60,1,0,2013,J
2151,BBB,0,Scotland,1.0,30-40%,0-35,0,60,1,0,2013,J
2152,BBB,0,East Midlands Region,2.0,80-90%,0-35,0,210,1,0,2013,J
2153,BBB,0,Scotland,3.0,70-80%,35-55,0,60,0,1,2013,J
2154,BBB,0,London Region,2.0,10-20%,0-35,2,210,0,0,2013,J
2155,BBB,0,South East Region,1.0,40-50%,0-35,0,60,0,1,2013,J
2156,BBB,0,Yorkshire Region,1.0,10-20%,35-55,0,60,0,1,2013,J
2157,BBB,0,East Anglian Region,1.0,30-40%,0-35,1,60,0,0,2013,J
2158,BBB,0,Ireland,2.0,40-50%,35-55,1,60,0,0,2013,J
2159,BBB,0,South Region,1.0,20-30%,35-55,0,210,0,1,2013,J
2160,BBB,0,Yorkshire Region,3.0,20-30%,0-35,0,60,0,1,2013,J
2161,BBB,0,London Region,1.0,20-30%,0-35,0,60,0,1,2013,J
2162,BBB,0,London Region,2.0,0-10%,35-55,0,60,0,1,2013,J
2163,BBB,0,West Midlands Region,1.0,70-80%,35-55,0,60,0,1,2013,J
2164,BBB,0,East Anglian Region,1.0,60-70%,0-35,1,120,0,0,2013,J
2165,BBB,0,Wales,1.0,10-20%,0-35,0,90,0,1,2013,J
2166,BBB,1,Scotland,2.0,60-70%,0-35,0,75,1,1,2013,J
2167,BBB,0,South East Region,2.0,30-40%,0-35,0,60,0,1,2013,J
2168,BBB,0,East Midlands Region,1.0,60-70%,35-55,0,120,0,1,2013,J
2169,BBB,0,London Region,0.0,50-60%,0-35,0,120,0,1,2013,J
2170,BBB,0,London Region,3.0,70-80%,0-35,1,60,0,1,2013,J
2171,BBB,0,East Midlands Region,2.0,10-20%,0-35,0,60,1,1,2013,J
2172,BBB,0,South West Region,2.0,0-10%,35-55,0,120,0,1,2013,J
2173,BBB,0,Wales,1.0,10-20%,35-55,0,60,1,1,2013,J
2174,BBB,0,Wales,2.0,0-10%,35-55,0,60,0,1,2013,J
2175,BBB,0,Yorkshire Region,2.0,20-30%,0-35,0,60,0,1,2013,J
2176,BBB,0,Yorkshire Region,1.0,70-80%,0-35,0,60,0,0,2013,J
2177,BBB,0,East Anglian Region,1.0,60-70%,0-35,0,60,0,1,2013,J
2178,BBB,0,London Region,2.0,10-20%,0-35,0,60,0,1,2013,J
2179,BBB,0,Ireland,1.0,40-50%,0-35,0,60,0,0,2013,J
2180,BBB,0,Scotland,3.0,10-20%,35-55,0,60,0,1,2013,J
2181,BBB,0,Wales,1.0,0-10%,0-35,0,60,0,1,2013,J
2182,BBB,0,Yorkshire Region,2.0,30-40%,0-35,0,60,0,1,2013,J
2183,BBB,0,East Anglian Region,1.0,60-70%,0-35,0,60,0,1,2013,J
2184,BBB,0,South Region,1.0,70-80%,0-35,1,60,1,1,2013,J
2185,BBB,1,West Midlands Region,2.0,0-10%,0-35,0,120,0,1,2013,J
2186,BBB,0,South West Region,1.0,0-10%,0-35,0,120,0,0,2013,J
2187,BBB,0,Yorkshire Region,2.0,0-10%,35-55,0,60,0,1,2013,J
2188,BBB,0,London Region,2.0,10-20%,35-55,1,70,0,0,2013,J
2189,BBB,0,North Region,1.0,0-10%,0-35,1,120,1,0,2013,J
2190,BBB,0,Scotland,1.0,30-40%,35-55,1,60,1,1,2013,J
2191,BBB,0,South East Region,1.0,50-60%,0-35,1,60,0,0,2013,J
2192,BBB,0,East Anglian Region,2.0,60-70%,0-35,1,60,0,1,2013,J
2193,BBB,0,East Anglian Region,2.0,90-100%,35-55,0,120,1,1,2013,J
2194,BBB,0,London Region,1.0,80-90%,35-55,0,60,0,1,2013,J
2195,BBB,0,Scotland,2.0,0-10%,0-35,0,60,0,1,2013,J
2196,BBB,0,South Region,1.0,70-80%,0-35,0,60,0,1,2013,J
2197,BBB,0,South Region,2.0,70-80%,0-35,0,60,0,1,2013,J
2198,BBB,0,South East Region,1.0,30-40%,35-55,0,60,0,0,2013,J
2199,BBB,0,South West Region,2.0,50-60%,35-55,0,60,0,1,2013,J
2200,BBB,0,Ireland,1.0,80-90%,0-35,0,90,0,0,2013,J
2201,BBB,0,Wales,3.0,80-90%,0-35,0,120,0,1,2013,J
2202,BBB,0,London Region,2.0,30-40%,0-35,0,120,0,1,2013,J
2203,BBB,0,South Region,2.0,70-80%,0-35,0,60,1,1,2013,J
2204,BBB,0,South Region,1.0,90-100%,0-35,0,120,0,1,2013,J
2205,BBB,0,North Western Region,2.0,30-40%,0-35,0,60,0,1,2013,J
2206,BBB,1,East Anglian Region,2.0,60-70%,0-35,0,120,1,1,2013,J
2207,BBB,0,Yorkshire Region,1.0,80-90%,0-35,1,60,0,0,2013,J
2208,BBB,0,Scotland,1.0,40-50%,35-55,0,60,0,1,2013,J
2209,BBB,0,Wales,2.0,30-40%,0-35,2,60,0,1,2013,J
2210,BBB,0,Yorkshire Region,1.0,0-10%,0-35,1,60,0,0,2013,J
2211,BBB,0,Yorkshire Region,2.0,10-20%,0-35,0,60,0,0,2013,J
2212,BBB,0,West Midlands Region,1.0,70-80%,0-35,0,60,0,1,2013,J
2213,BBB,0,Yorkshire Region,0.0,30-40%,0-35,0,120,0,1,2013,J
2214,BBB,0,South Region,1.0,80-90%,35-55,0,60,0,1,2013,J
2215,BBB,0,Wales,2.0,90-100%,0-35,1,60,0,1,2013,J
2216,BBB,1,Scotland,1.0,50-60%,0-35,1,60,0,1,2013,J
2217,BBB,1,South West Region,2.0,20-30%,35-55,1,60,0,1,2013,J
2218,BBB,0,London Region,2.0,0-10%,0-35,0,120,0,1,2013,J
2219,BBB,1,Scotland,1.0,20-30%,35-55,0,60,0,0,2013,J
2220,BBB,0,London Region,1.0,40-50%,35-55,0,180,0,1,2013,J
2221,BBB,0,East Anglian Region,2.0,70-80%,0-35,1,60,1,0,2013,J
2222,BBB,0,London Region,1.0,60-70%,35-55,0,60,0,1,2013,J
2223,BBB,0,Scotland,3.0,60-70%,0-35,0,120,0,1,2013,J
2224,BBB,0,South East Region,1.0,20-30%,0-35,1,120,0,0,2013,J
2225,BBB,0,South East Region,1.0,60-70%,35-55,1,60,0,1,2013,J
2226,BBB,0,South West Region,2.0,20-30%,0-35,1,120,1,1,2013,J
2227,BBB,0,Wales,1.0,0-10%,0-35,0,60,0,0,2013,J
2228,BBB,1,Scotland,3.0,10-20%,35-55,1,120,0,0,2013,J
2229,BBB,0,South West Region,1.0,10-20%,35-55,0,60,0,1,2013,J
2230,BBB,0,Scotland,1.0,70-80%,0-35,0,60,1,0,2013,J
2231,BBB,0,Ireland,1.0,10-20%,0-35,0,60,0,1,2013,J
2232,BBB,0,South West Region,1.0,50-60%,0-35,1,180,1,0,2013,J
2233,BBB,0,Wales,2.0,10-20%,0-35,1,60,0,1,2013,J
2234,BBB,0,North Region,2.0,0-10%,0-35,1,120,0,1,2013,J
2235,BBB,0,Scotland,1.0,50-60%,35-55,1,60,0,1,2013,J
2236,BBB,0,Wales,3.0,90-100%,0-35,0,60,0,1,2013,J
2237,BBB,0,South Region,2.0,80-90%,35-55,0,60,0,1,2013,J
2238,BBB,0,London Region,1.0,60-70%,0-35,0,60,0,0,2013,J
2239,BBB,0,South East Region,1.0,80-90%,0-35,0,60,0,0,2013,J
2240,BBB,0,North Region,2.0,20-30%,0-35,0,120,0,1,2013,J
2241,BBB,0,Scotland,2.0,20-30%,0-35,1,120,0,0,2013,J
2242,BBB,0,North Western Region,2.0,40-50%,0-35,0,90,0,1,2013,J
2243,BBB,0,West Midlands Region,1.0,10-20%,0-35,0,60,1,0,2013,J
2244,BBB,0,East Anglian Region,2.0,50-60%,0-35,0,60,0,0,2013,J
2245,BBB,0,Wales,1.0,20-30%,35-55,0,60,0,0,2013,J
2246,BBB,0,Yorkshire Region,0.0,20-30%,0-35,2,120,0,0,2013,J
2247,BBB,0,South West Region,2.0,30-40%,35-55,0,60,0,1,2013,J
2248,BBB,0,Wales,1.0,40-50%,0-35,0,60,0,1,2013,J
2249,BBB,1,Ireland,1.0,40-50%,35-55,1,60,0,0,2013,J
2250,BBB,0,Yorkshire Region,0.0,30-40%,0-35,2,60,0,0,2013,J
2251,BBB,0,Scotland,2.0,60-70%,0-35,0,120,0,0,2013,J
2252,BBB,0,Yorkshire Region,2.0,30-40%,0-35,0,180,0,0,2013,J
2253,BBB,0,North Western Region,1.0,60-70%,0-35,0,60,0,0,2013,J
2254,BBB,0,South Region,2.0,90-100%,0-35,1,120,1,0,2013,J
2255,BBB,0,North Western Region,1.0,10-20%,35-55,0,60,0,0,2013,J
2256,BBB,0,East Anglian Region,1.0,90-100%,35-55,0,180,0,0,2013,J
2257,BBB,0,North Western Region,2.0,20-30%,35-55,0,60,0,0,2013,J
