inputId,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
2682,10.0,10.0,36.0,3.4,1.66,1.41,1.0,4.0,1.0,1.0,3.0,1.0
2683,4.0,5.0,33.0,2.9,-0.23,-0.03,1.0,5.0,1.0,1.0,3.0,1.0
2684,6.0,8.0,36.0,3.5,0.22,0.61,1.0,3.0,0.0,1.0,3.0,1.0
2685,7.0,8.0,39.0,2.8,0.36,0.61,2.0,3.0,0.0,1.0,3.0,1.0
2686,7.0,7.0,31.0,3.2,0.34,0.52,1.0,3.0,0.0,1.0,2.0,1.0
2687,5.0,5.0,37.0,3.8,0.01,-0.07,2.0,4.0,1.0,1.0,2.0,1.0
2688,3.0,4.0,40.0,3.3,-0.47,-0.27,1.0,2.0,0.0,1.0,4.0,1.0
2689,7.0,7.0,20.5,3.2,0.48,0.36,1.0,3.0,0.0,0.0,1.0,0.0
2690,6.0,4.0,29.0,2.4,0.07,-0.31,2.0,2.0,1.0,1.0,5.0,1.0
2691,10.0,9.0,37.0,3.6,1.79,0.86,1.0,5.0,1.0,1.0,6.0,1.0
2692,7.0,8.0,43.0,3.9,0.44,0.6,1.0,4.0,1.0,1.0,6.0,1.0
2693,7.0,8.0,38.0,3.3,0.39,0.63,1.0,4.0,0.0,1.0,3.0,1.0
2694,8.0,7.0,43.0,3.6,0.81,0.3,1.0,3.0,0.0,1.0,6.0,1.0
2695,7.0,6.0,44.0,3.8,0.43,0.09,1.0,3.0,1.0,1.0,5.0,1.0
2696,10.0,10.0,34.0,3.6,1.92,2.21,2.0,4.0,1.0,1.0,5.0,1.0
2697,10.0,10.0,40.0,3.6,1.39,1.5,1.0,4.0,0.0,1.0,5.0,1.0
2698,8.0,6.0,46.0,3.5,0.67,0.18,1.0,5.0,1.0,1.0,5.0,1.0
2699,5.0,3.0,29.0,3.6,0.03,-0.89,1.0,2.0,1.0,1.0,3.0,1.0
2700,3.0,3.0,37.0,3.7,-0.65,-0.61,1.0,3.0,0.0,1.0,4.0,1.0
2701,10.0,10.0,37.0,2.9,1.51,1.35,1.0,3.0,0.0,1.0,3.0,1.0
2702,3.0,3.0,33.0,3.1,-0.52,-0.76,2.0,3.0,1.0,1.0,3.0,1.0
2703,2.0,2.0,33.0,2.8,-0.76,-0.92,1.0,4.0,0.0,1.0,2.0,0.0
2704,5.0,4.0,36.0,3.3,-0.08,-0.39,1.0,4.0,1.0,1.0,3.0,1.0
2705,7.0,6.0,39.0,3.4,0.49,0.26,1.0,3.0,0.0,1.0,5.0,1.0
2706,10.0,9.0,26.0,3.0,1.49,1.05,1.0,4.0,0.0,0.0,1.0,1.0
2707,1.0,2.0,33.5,3.0,-1.25,-1.3,1.0,3.0,1.0,1.0,4.0,1.0
2708,8.0,6.0,48.0,3.2,0.72,0.12,1.0,4.0,0.0,1.0,4.0,1.0
2709,9.0,10.0,42.0,3.4,1.13,1.31,1.0,3.0,1.0,1.0,4.0,1.0
2710,7.0,8.0,44.0,3.6,0.5,0.77,1.0,3.0,1.0,1.0,4.0,1.0
2711,1.0,2.0,37.0,3.3,-1.34,-1.21,1.0,1.0,0.0,1.0,6.0,0.0
2712,5.0,8.0,35.0,3.8,0.09,0.68,1.0,5.0,0.0,1.0,4.0,1.0
2713,10.0,10.0,35.0,3.8,2.0,1.45,1.0,4.0,1.0,1.0,3.0,1.0
2714,4.0,5.0,35.0,2.9,-0.25,-0.17,1.0,4.0,1.0,1.0,3.0,1.0
2715,6.0,5.0,28.0,3.2,0.31,-0.16,1.0,4.0,0.0,1.0,3.0,0.0
2716,9.0,9.0,45.0,3.3,1.0,1.05,1.0,4.0,0.0,1.0,5.0,1.0
2717,9.0,9.0,37.0,3.1,0.85,1.16,1.0,3.0,1.0,1.0,2.0,1.0
2718,6.0,9.0,35.0,3.0,0.17,0.95,1.0,4.0,0.0,1.0,3.0,1.0
2719,10.0,10.0,41.0,4.0,2.44,2.2,1.0,4.0,0.0,1.0,3.0,1.0
2720,1.0,1.0,34.0,3.1,-1.85,-1.61,1.0,4.0,0.0,0.0,4.0,0.0
2721,9.0,9.0,44.0,2.9,1.21,0.96,1.0,5.0,1.0,1.0,3.0,1.0
2722,6.0,6.0,37.0,3.7,0.2,0.1,1.0,3.0,0.0,1.0,4.0,1.0
2723,9.0,8.0,29.5,1.6,1.1,0.81,1.0,3.0,1.0,1.0,1.0,1.0
2724,8.0,6.0,40.0,3.8,0.57,0.06,1.0,4.0,1.0,1.0,5.0,1.0
2725,10.0,10.0,35.0,4.0,1.9,1.74,1.0,4.0,0.0,1.0,5.0,1.0
2726,4.0,4.0,32.0,3.5,-0.32,-0.31,1.0,4.0,0.0,1.0,5.0,1.0
2727,4.0,3.0,35.0,2.9,-0.41,-0.75,1.0,3.0,1.0,1.0,3.0,1.0
2728,8.0,9.0,40.0,2.6,0.83,0.92,1.0,4.0,1.0,1.0,2.0,1.0
2729,4.0,3.0,38.5,3.7,-0.26,-0.57,1.0,4.0,1.0,1.0,4.0,0.0
2730,8.0,8.0,32.0,3.1,0.74,0.78,1.0,4.0,0.0,1.0,3.0,1.0
2731,10.0,7.0,46.0,3.5,2.11,0.51,1.0,3.0,0.0,1.0,6.0,1.0
2732,9.0,7.0,30.7,3.0,0.92,0.47,1.0,4.0,1.0,1.0,5.0,1.0
2733,10.0,10.0,30.0,3.1,2.12,1.71,1.0,4.0,1.0,1.0,2.0,1.0
2734,5.0,6.0,43.0,3.5,-0.05,0.25,1.0,4.0,1.0,1.0,4.0,1.0
2735,9.0,9.0,42.5,3.7,1.14,1.04,1.0,4.0,1.0,1.0,6.0,1.0
2736,10.0,10.0,45.0,4.0,1.95,1.89,1.0,3.0,0.0,1.0,4.0,1.0
2737,4.0,3.0,37.0,3.3,-0.37,-0.64,1.0,2.0,1.0,1.0,4.0,0.0
2738,1.0,1.0,34.0,3.1,-2.1,-1.86,2.0,4.0,1.0,1.0,2.0,1.0
2739,1.0,1.0,42.0,3.2,-1.48,-1.92,1.0,3.0,1.0,1.0,3.0,1.0
2740,4.0,6.0,32.0,3.7,-0.43,0.18,2.0,3.0,0.0,1.0,5.0,1.0
2741,5.0,5.0,38.0,3.5,0.06,-0.25,1.0,4.0,1.0,1.0,4.0,1.0
2742,9.0,7.0,45.0,3.6,1.16,0.31,1.0,4.0,1.0,1.0,6.0,1.0
2743,7.0,9.0,42.0,3.3,0.51,1.15,1.0,4.0,1.0,1.0,3.0,1.0
2744,4.0,5.0,34.0,3.4,-0.17,-0.22,1.0,3.0,1.0,1.0,3.0,1.0
2745,4.0,3.0,37.0,3.3,-0.3,-0.75,1.0,2.0,0.0,0.0,5.0,1.0
2746,6.0,7.0,31.5,3.2,0.29,0.35,1.0,3.0,1.0,1.0,3.0,1.0
2747,6.0,8.0,46.0,2.7,0.19,0.72,1.0,4.0,1.0,1.0,4.0,1.0
2748,3.0,3.0,41.0,3.9,-0.78,-0.63,1.0,4.0,1.0,1.0,6.0,1.0
2749,1.0,3.0,39.0,3.4,-1.5,-0.66,1.0,5.0,0.0,1.0,3.0,1.0
2750,5.0,6.0,35.0,3.4,-0.13,0.12,1.0,2.0,0.0,1.0,3.0,1.0
2751,2.0,2.0,36.0,3.5,-1.03,-1.19,1.0,4.0,0.0,1.0,3.0,1.0
2752,4.0,3.0,39.0,3.1,-0.38,-0.74,1.0,4.0,1.0,1.0,4.0,1.0
2753,3.0,5.0,35.0,3.0,-0.47,-0.28,1.0,5.0,0.0,1.0,3.0,1.0
2754,5.0,4.0,34.5,3.3,0.05,-0.4,1.0,4.0,1.0,1.0,3.0,1.0
2755,8.0,7.0,42.0,2.8,0.72,0.35,1.0,4.0,1.0,1.0,4.0,1.0
2756,4.0,6.0,45.0,3.5,-0.29,0.16,1.0,4.0,1.0,1.0,4.0,1.0
2757,1.0,1.0,37.0,3.6,-1.31,-1.45,1.0,4.0,1.0,1.0,4.0,0.0
2758,3.0,3.0,34.0,2.7,-0.69,-0.66,1.0,4.0,0.0,1.0,4.0,1.0
2759,7.0,6.0,36.0,2.8,0.42,0.22,1.0,4.0,1.0,1.0,4.0,1.0
2760,3.0,6.0,35.0,2.8,-0.58,0.14,1.0,4.0,0.0,1.0,5.0,1.0
2761,5.0,7.0,27.0,3.2,0.02,0.25,1.0,4.0,1.0,1.0,2.0,1.0
2762,9.0,10.0,42.0,3.9,1.09,1.37,1.0,5.0,0.0,1.0,3.0,1.0
2763,10.0,9.0,38.0,4.0,1.71,0.88,1.0,3.0,0.0,1.0,2.0,1.0
2764,5.0,8.0,35.0,3.7,-0.14,0.67,1.0,1.0,0.0,1.0,4.0,1.0
2765,1.0,1.0,37.0,2.5,-1.17,-1.53,1.0,4.0,0.0,0.0,4.0,1.0
2766,3.0,4.0,45.0,3.7,-0.56,-0.24,1.0,4.0,1.0,1.0,6.0,1.0
2767,2.0,4.0,42.0,3.8,-0.96,-0.35,1.0,4.0,0.0,1.0,5.0,1.0
2768,10.0,9.0,35.0,2.7,1.53,1.19,1.0,4.0,0.0,1.0,4.0,1.0
2769,1.0,1.0,30.0,3.4,-2.6,-2.26,1.0,4.0,0.0,0.0,5.0,0.0
2770,7.0,8.0,45.0,3.9,0.52,0.62,1.0,4.0,0.0,1.0,6.0,1.0
2771,4.0,4.0,43.0,2.8,-0.35,-0.52,1.0,4.0,1.0,1.0,4.0,1.0
2772,8.0,7.0,39.0,3.1,0.81,0.41,1.0,2.0,0.0,1.0,1.0,1.0
2773,5.0,2.0,32.0,3.0,-0.08,-1.0,1.0,3.0,0.0,1.0,4.0,1.0
2774,5.0,7.0,39.0,3.2,-0.02,0.43,1.0,5.0,1.0,1.0,4.0,1.0
2775,6.0,7.0,43.0,3.7,0.19,0.39,1.0,3.0,1.0,1.0,5.0,1.0
2776,6.0,5.0,42.0,3.5,0.22,-0.16,1.0,4.0,1.0,1.0,6.0,1.0
2777,6.0,4.0,46.0,3.0,0.17,-0.38,1.0,2.0,1.0,1.0,3.0,1.0
2778,2.0,5.0,32.5,2.9,-0.79,-0.21,1.0,2.0,1.0,1.0,1.0,1.0
2779,5.0,6.0,42.0,3.7,-0.05,0.24,1.0,3.0,0.0,1.0,6.0,1.0
2780,4.0,3.0,33.0,2.6,-0.26,-0.66,1.0,4.0,1.0,1.0,1.0,1.0
2781,6.0,9.0,40.0,3.4,0.25,1.05,1.0,4.0,1.0,1.0,5.0,1.0
2782,6.0,6.0,39.0,2.9,0.26,0.03,1.0,5.0,1.0,1.0,3.0,1.0
2783,9.0,10.0,42.0,3.3,1.23,1.56,1.0,3.0,1.0,1.0,3.0,1.0
2784,9.0,8.0,46.0,3.5,0.9,0.6,1.0,4.0,1.0,1.0,5.0,1.0
2785,4.0,6.0,34.0,3.1,-0.18,0.15,1.0,5.0,1.0,1.0,3.0,1.0
2786,4.0,3.0,32.0,3.9,-0.28,-0.55,1.0,3.0,0.0,1.0,4.0,1.0
2787,6.0,7.0,27.0,3.3,0.24,0.42,1.0,4.0,1.0,1.0,2.0,1.0
2788,6.0,4.0,34.0,2.5,0.25,-0.53,1.0,4.0,1.0,1.0,3.0,1.0
2789,10.0,10.0,41.0,3.6,2.37,2.48,1.0,3.0,1.0,1.0,2.0,1.0
2790,8.0,8.0,42.0,3.3,0.81,0.65,1.0,3.0,1.0,1.0,4.0,1.0
2791,10.0,7.0,46.0,3.6,1.34,0.43,1.0,3.0,0.0,1.0,5.0,1.0
2792,1.0,2.0,33.5,3.3,-1.5,-1.31,1.0,3.0,0.0,1.0,4.0,0.0
2793,9.0,8.0,30.5,3.4,1.17,0.77,1.0,3.0,1.0,1.0,2.0,1.0
2794,8.0,7.0,37.0,3.2,0.7,0.5,1.0,4.0,1.0,1.0,4.0,1.0
2795,10.0,10.0,41.0,3.6,1.91,1.95,2.0,4.0,1.0,1.0,3.0,1.0
2796,5.0,4.0,41.0,3.5,-0.1,-0.33,1.0,4.0,1.0,1.0,4.0,1.0
2797,4.0,3.0,41.0,3.7,-0.22,-0.6,1.0,3.0,1.0,1.0,4.0,1.0
2798,8.0,8.0,34.0,3.6,0.85,0.71,2.0,3.0,0.0,1.0,3.0,1.0
2799,3.0,3.0,38.0,3.6,-0.71,-0.77,1.0,4.0,0.0,1.0,6.0,1.0
2800,3.0,3.0,31.0,3.7,-0.52,-0.79,1.0,4.0,0.0,0.0,6.0,1.0
2801,4.0,4.0,40.0,2.8,-0.3,-0.33,1.0,3.0,1.0,1.0,5.0,1.0
2802,5.0,6.0,42.0,4.0,-0.07,0.08,1.0,2.0,1.0,1.0,4.0,1.0
2803,10.0,9.0,46.0,3.8,1.33,1.17,1.0,3.0,0.0,1.0,4.0,1.0
2804,7.0,8.0,38.0,3.6,0.5,0.58,1.0,3.0,0.0,1.0,5.0,1.0
2805,8.0,9.0,43.0,3.7,0.7,1.02,1.0,4.0,0.0,1.0,5.0,1.0
2806,2.0,3.0,32.0,2.9,-0.82,-0.84,1.0,3.0,1.0,1.0,2.0,1.0
2807,10.0,9.0,37.5,3.6,1.5,1.0,1.0,4.0,1.0,1.0,3.0,1.0
2808,7.0,6.0,45.0,3.2,0.42,0.02,1.0,3.0,1.0,1.0,5.0,1.0
2809,8.0,9.0,31.0,3.2,0.78,1.12,1.0,4.0,0.0,1.0,5.0,1.0
2810,6.0,7.0,36.0,3.4,0.2,0.43,1.0,4.0,0.0,1.0,3.0,1.0
2811,6.0,7.0,41.0,2.6,0.1,0.3,1.0,4.0,1.0,1.0,4.0,1.0
2812,8.0,8.0,42.0,3.3,0.86,0.76,1.0,2.0,1.0,1.0,6.0,1.0
2813,10.0,10.0,37.0,3.1,2.44,2.33,1.0,3.0,1.0,1.0,3.0,1.0
2814,1.0,1.0,29.5,3.3,-1.46,-1.93,1.0,3.0,1.0,1.0,3.0,0.0
2815,6.0,5.0,46.0,3.9,0.15,-0.15,1.0,5.0,0.0,1.0,5.0,1.0
2816,7.0,7.0,36.0,3.2,0.41,0.32,1.0,5.0,1.0,1.0,5.0,1.0
2817,3.0,4.0,31.0,3.5,-0.53,-0.4,2.0,3.0,0.0,1.0,3.0,1.0
2818,5.0,7.0,33.0,2.4,0.01,0.27,1.0,3.0,1.0,1.0,3.0,1.0
2819,2.0,1.0,19.0,2.2,-1.03,-1.32,1.0,3.0,1.0,1.0,2.0,0.0
2820,4.0,7.0,34.0,3.4,-0.39,0.28,1.0,3.0,1.0,1.0,3.0,1.0
2821,4.0,5.0,37.5,3.7,-0.23,-0.15,1.0,4.0,0.0,1.0,4.0,1.0
2822,6.0,7.0,39.0,3.0,0.12,0.42,1.0,4.0,0.0,1.0,3.0,1.0
2823,4.0,7.0,37.0,3.3,-0.29,0.35,1.0,3.0,1.0,1.0,4.0,1.0
2824,9.0,8.0,41.0,3.4,1.0,0.68,1.0,5.0,1.0,1.0,5.0,1.0
2825,9.0,9.0,46.0,3.5,1.08,1.21,1.0,4.0,1.0,1.0,6.0,1.0
2826,4.0,3.0,37.0,3.3,-0.45,-0.7,1.0,5.0,0.0,1.0,5.0,1.0
2827,5.0,5.0,14.0,2.9,0.04,-0.24,1.0,1.0,0.0,0.0,1.0,1.0
2828,7.0,7.0,40.0,3.2,0.56,0.37,1.0,4.0,0.0,1.0,3.0,1.0
2829,6.0,7.0,40.0,3.5,0.3,0.28,1.0,3.0,0.0,1.0,3.0,1.0
2830,6.0,7.0,44.0,2.9,0.25,0.36,1.0,3.0,1.0,1.0,4.0,1.0
2831,5.0,6.0,34.0,3.6,0.07,0.12,1.0,2.0,0.0,1.0,4.0,1.0
2832,3.0,2.0,34.0,3.0,-0.52,-0.9,1.0,4.0,0.0,1.0,3.0,0.0
2833,3.0,4.0,31.0,3.5,-0.53,-0.45,1.0,3.0,1.0,1.0,2.0,0.0
2834,1.0,1.0,38.0,2.9,-1.3,-1.61,1.0,4.0,1.0,1.0,3.0,0.0
2835,6.0,7.0,33.0,2.5,0.21,0.53,1.0,3.0,0.0,1.0,2.0,1.0
2836,8.0,9.0,40.0,3.3,0.8,1.05,1.0,4.0,1.0,1.0,4.0,1.0
2837,2.0,3.0,34.0,3.0,-1.09,-0.61,1.0,3.0,1.0,1.0,3.0,1.0
2838,5.0,6.0,38.0,3.3,-0.07,0.22,1.0,3.0,0.0,1.0,3.0,1.0
2839,7.0,9.0,42.0,3.5,0.48,1.07,1.0,4.0,0.0,1.0,6.0,1.0
2840,9.0,9.0,37.0,3.7,1.12,1.17,1.0,3.0,1.0,1.0,4.0,1.0
2841,5.0,6.0,29.0,2.7,0.03,0.05,2.0,4.0,0.0,0.0,2.0,1.0
2842,2.0,1.0,31.0,2.7,-1.04,-1.95,1.0,5.0,1.0,1.0,3.0,0.0
2843,1.0,3.0,46.0,2.9,-1.36,-0.81,1.0,4.0,1.0,1.0,3.0,1.0
2844,10.0,10.0,40.0,3.0,2.24,2.95,1.0,2.0,0.0,1.0,3.0,1.0
2845,10.0,10.0,43.0,2.7,1.53,1.31,1.0,3.0,1.0,1.0,3.0,1.0
2846,4.0,7.0,35.0,4.0,-0.34,0.32,1.0,4.0,0.0,1.0,4.0,1.0
2847,5.0,6.0,46.0,3.8,0.07,0.25,1.0,4.0,1.0,1.0,4.0,1.0
2848,7.0,6.0,44.0,3.9,0.55,0.18,1.0,3.0,1.0,1.0,6.0,1.0
2849,6.0,6.0,35.0,3.8,0.13,0.1,1.0,4.0,0.0,1.0,3.0,1.0
2850,6.0,8.0,34.0,3.6,0.11,0.75,1.0,4.0,0.0,1.0,3.0,1.0
2851,9.0,10.0,39.0,3.6,1.23,1.57,1.0,4.0,0.0,1.0,4.0,1.0
2852,3.0,1.0,44.0,3.4,-0.65,-1.52,1.0,3.0,0.0,1.0,4.0,1.0
2853,9.0,10.0,46.0,3.9,1.14,1.44,1.0,4.0,1.0,1.0,6.0,1.0
2854,4.0,4.0,35.0,2.6,-0.28,-0.37,1.0,3.0,0.0,1.0,3.0,1.0
2855,10.0,10.0,47.0,3.7,2.36,2.32,1.0,3.0,0.0,1.0,6.0,1.0
2856,8.0,6.0,41.0,3.6,0.77,0.07,2.0,4.0,0.0,1.0,4.0,1.0
2857,3.0,4.0,36.0,2.8,-0.44,-0.43,2.0,3.0,1.0,1.0,4.0,1.0
2858,4.0,5.0,37.0,3.7,-0.18,-0.2,1.0,2.0,1.0,1.0,4.0,1.0
2859,6.0,8.0,39.0,3.4,0.21,0.84,1.0,3.0,0.0,1.0,3.0,1.0
2860,10.0,9.0,43.5,3.0,1.36,1.22,1.0,3.0,1.0,1.0,5.0,1.0
2861,2.0,3.0,39.0,3.3,-0.78,-0.71,1.0,4.0,1.0,1.0,4.0,1.0
2862,4.0,2.0,42.0,2.6,-0.29,-0.9,1.0,3.0,1.0,1.0,3.0,0.0
2863,1.0,1.0,35.0,3.1,-2.69,-2.49,1.0,3.0,1.0,0.0,6.0,1.0
2864,8.0,9.0,33.0,3.4,0.76,1.02,1.0,2.0,1.0,1.0,2.0,1.0
2865,5.0,3.0,36.0,3.4,-0.11,-0.57,2.0,4.0,1.0,1.0,3.0,1.0
2866,7.0,9.0,43.0,3.1,0.48,0.88,1.0,3.0,1.0,1.0,4.0,1.0
2867,10.0,9.0,34.0,3.8,1.36,1.03,1.0,3.0,0.0,1.0,2.0,1.0
2868,8.0,8.0,42.0,3.5,0.88,0.6,1.0,2.0,1.0,1.0,4.0,1.0
2869,5.0,6.0,32.5,3.6,-0.14,0.09,1.0,4.0,0.0,1.0,3.0,1.0
2870,4.0,5.0,28.5,3.1,-0.41,-0.21,1.0,4.0,1.0,1.0,2.0,1.0
2871,10.0,10.0,42.0,2.5,1.63,1.58,1.0,4.0,1.0,1.0,4.0,1.0
2872,6.0,5.0,44.0,3.3,0.23,-0.05,1.0,3.0,1.0,1.0,5.0,1.0
2873,3.0,3.0,31.0,2.8,-0.64,-0.78,1.0,3.0,1.0,1.0,2.0,0.0
2874,3.0,6.0,44.0,3.2,-0.54,0.07,1.0,4.0,1.0,1.0,4.0,1.0
2875,7.0,5.0,40.0,2.7,0.37,-0.02,1.0,3.0,1.0,1.0,3.0,1.0
2876,3.0,2.0,34.0,3.3,-0.49,-0.9,1.0,4.0,1.0,0.0,4.0,1.0
2877,1.0,2.0,41.0,3.0,-1.22,-1.17,1.0,4.0,0.0,1.0,5.0,1.0
2878,7.0,8.0,37.0,3.1,0.56,0.82,1.0,3.0,1.0,1.0,3.0,1.0
2879,3.0,2.0,40.0,3.4,-0.52,-1.15,1.0,3.0,1.0,1.0,4.0,1.0
2880,8.0,7.0,38.0,3.1,0.66,0.36,1.0,3.0,1.0,1.0,3.0,1.0
2881,4.0,6.0,39.0,4.0,-0.41,0.1,1.0,3.0,0.0,1.0,4.0,1.0
2882,7.0,7.0,47.0,3.7,0.36,0.45,1.0,4.0,1.0,1.0,5.0,1.0
2883,8.0,1.0,44.0,2.7,0.63,-1.98,1.0,4.0,1.0,1.0,4.0,1.0
2884,2.0,2.0,29.0,3.6,-0.89,-1.05,1.0,3.0,1.0,1.0,2.0,1.0
2885,2.0,1.0,35.0,3.3,-0.85,-1.53,1.0,3.0,1.0,1.0,3.0,1.0
2886,5.0,6.0,37.0,3.6,-0.02,0.2,1.0,3.0,0.0,1.0,3.0,1.0
2887,10.0,10.0,42.0,3.2,1.7,1.58,1.0,4.0,1.0,1.0,6.0,1.0
2888,8.0,7.0,42.0,3.2,0.64,0.46,1.0,4.0,1.0,1.0,4.0,1.0
2889,7.0,7.0,40.0,3.5,0.35,0.4,1.0,2.0,1.0,1.0,4.0,1.0
2890,10.0,10.0,36.0,3.7,1.58,1.52,2.0,3.0,1.0,1.0,3.0,1.0
2891,10.0,9.0,32.0,3.3,1.47,1.04,1.0,4.0,0.0,1.0,3.0,1.0
2892,10.0,8.0,35.0,3.4,1.51,0.84,2.0,4.0,1.0,1.0,3.0,1.0
2893,2.0,4.0,44.0,3.3,-0.96,-0.49,1.0,2.0,0.0,1.0,6.0,1.0
2894,3.0,5.0,35.0,2.7,-0.5,-0.09,1.0,4.0,0.0,1.0,3.0,1.0
2895,9.0,9.0,36.0,3.1,1.27,1.04,1.0,3.0,0.0,1.0,4.0,1.0
2896,10.0,10.0,36.0,4.0,2.21,2.04,1.0,4.0,0.0,1.0,3.0,1.0
2897,1.0,2.0,27.0,2.7,-1.21,-1.19,1.0,3.0,0.0,0.0,3.0,1.0
2898,6.0,4.0,45.0,3.7,0.25,-0.34,1.0,4.0,1.0,1.0,5.0,1.0
2899,7.0,8.0,36.0,3.1,0.39,0.6,1.0,3.0,0.0,1.0,3.0,1.0
2900,4.0,5.0,40.0,2.9,-0.25,-0.18,1.0,4.0,0.0,1.0,6.0,1.0
2901,6.0,4.0,38.0,3.1,0.27,-0.39,1.0,3.0,0.0,1.0,5.0,1.0
2902,10.0,10.0,34.0,3.6,1.34,1.49,1.0,5.0,0.0,1.0,4.0,1.0
2903,8.0,9.0,40.0,3.5,0.77,0.93,1.0,3.0,1.0,1.0,4.0,1.0
2904,9.0,9.0,38.0,3.3,1.09,1.17,1.0,4.0,0.0,1.0,5.0,1.0
2905,8.0,8.0,33.0,3.3,0.6,0.8,1.0,1.0,0.0,1.0,3.0,1.0
2906,5.0,6.0,41.0,3.5,-0.14,0.11,1.0,5.0,1.0,1.0,5.0,1.0
2907,9.0,9.0,43.0,3.3,0.87,0.96,1.0,4.0,0.0,1.0,5.0,1.0
2908,2.0,3.0,28.0,3.1,-0.96,-0.71,1.0,3.0,0.0,0.0,5.0,1.0
2909,8.0,9.0,36.0,4.0,0.88,0.98,1.0,4.0,0.0,1.0,4.0,1.0
2910,7.0,8.0,37.0,2.9,0.39,0.73,1.0,4.0,1.0,1.0,3.0,1.0
2911,9.0,9.0,37.0,2.9,1.19,0.9,1.0,4.0,1.0,1.0,4.0,1.0
2912,8.0,9.0,35.0,3.5,0.66,1.1,2.0,3.0,0.0,1.0,5.0,1.0
2913,8.0,6.0,34.0,3.2,0.6,0.26,1.0,4.0,1.0,1.0,3.0,1.0
2914,5.0,5.0,39.0,2.9,0.05,-0.17,1.0,4.0,1.0,1.0,5.0,1.0
2915,4.0,5.0,30.0,2.9,-0.34,-0.22,1.0,4.0,1.0,1.0,3.0,1.0
2916,5.0,4.0,42.0,3.6,-0.02,-0.32,1.0,4.0,1.0,1.0,5.0,1.0
2917,6.0,7.0,43.0,3.5,0.15,0.44,1.0,3.0,0.0,1.0,6.0,1.0
2918,6.0,8.0,42.0,3.8,0.26,0.62,1.0,4.0,1.0,1.0,4.0,1.0
2919,1.0,1.0,25.0,3.0,-1.54,-1.35,1.0,4.0,1.0,1.0,4.0,0.0
2920,10.0,6.0,34.0,3.2,1.97,0.08,1.0,3.0,1.0,1.0,6.0,1.0
2921,1.0,1.0,33.0,3.3,-1.74,-1.42,1.0,3.0,1.0,1.0,3.0,1.0
2922,6.0,4.0,41.0,4.0,0.15,-0.44,1.0,4.0,1.0,1.0,6.0,1.0
2923,6.0,6.0,46.0,3.2,0.19,0.23,1.0,4.0,0.0,1.0,6.0,1.0
2924,8.0,7.0,37.0,3.3,0.65,0.28,1.0,4.0,0.0,1.0,3.0,1.0
2925,8.0,8.0,43.0,3.6,0.71,0.71,1.0,3.0,0.0,1.0,3.0,1.0
2926,4.0,3.0,37.0,2.9,-0.17,-0.72,1.0,4.0,1.0,1.0,3.0,1.0
2927,8.0,9.0,36.0,3.3,0.78,1.28,1.0,4.0,1.0,1.0,4.0,1.0
2928,9.0,9.0,30.5,2.7,1.02,1.2,1.0,3.0,0.0,1.0,1.0,1.0
2929,6.0,4.0,44.0,3.6,0.14,-0.38,1.0,5.0,1.0,1.0,5.0,1.0
2930,4.0,5.0,33.0,3.8,-0.31,-0.24,1.0,5.0,1.0,1.0,4.0,1.0
2931,2.0,2.0,38.0,3.2,-1.04,-0.98,1.0,4.0,1.0,1.0,3.0,1.0
2932,5.0,5.0,34.0,3.3,-0.03,-0.28,1.0,3.0,1.0,1.0,3.0,1.0
2933,6.0,5.0,37.0,2.7,0.11,-0.15,1.0,4.0,1.0,1.0,3.0,1.0
2934,3.0,6.0,35.5,3.1,-0.48,0.11,2.0,3.0,0.0,1.0,5.0,1.0
2935,6.0,3.0,38.5,2.5,0.12,-0.61,2.0,3.0,1.0,1.0,5.0,1.0
2936,10.0,10.0,41.0,3.5,1.69,2.03,1.0,4.0,0.0,1.0,3.0,1.0
2937,1.0,1.0,34.0,3.3,-1.91,-2.28,1.0,3.0,0.0,1.0,3.0,1.0
2938,10.0,3.0,32.0,3.4,1.34,-0.78,2.0,3.0,0.0,1.0,3.0,1.0
2939,9.0,9.0,30.3,2.9,1.05,1.08,1.0,5.0,1.0,1.0,3.0,1.0
2940,7.0,7.0,34.0,3.7,0.43,0.43,1.0,3.0,1.0,1.0,3.0,1.0
2941,7.0,7.0,33.0,3.2,0.44,0.45,1.0,2.0,1.0,1.0,3.0,1.0
2942,1.0,1.0,34.0,2.8,-1.16,-1.63,1.0,5.0,0.0,1.0,2.0,0.0
2943,3.0,2.0,45.0,3.3,-0.73,-1.26,1.0,4.0,0.0,1.0,4.0,0.0
2944,9.0,9.0,35.5,3.6,1.21,1.28,1.0,4.0,0.0,1.0,4.0,1.0
2945,2.0,2.0,45.0,4.0,-1.07,-1.09,1.0,5.0,1.0,1.0,6.0,1.0
2946,7.0,7.0,35.0,3.3,0.48,0.5,1.0,3.0,1.0,1.0,3.0,1.0
2947,5.0,4.0,40.0,3.1,0.06,-0.34,1.0,3.0,1.0,1.0,4.0,1.0
2948,8.0,8.0,37.0,3.4,0.64,0.54,1.0,2.0,1.0,1.0,2.0,1.0
2949,3.0,1.0,39.0,2.6,-0.6,-1.42,1.0,2.0,1.0,1.0,4.0,0.0
2950,10.0,10.0,41.0,2.7,1.52,2.04,1.0,4.0,1.0,1.0,3.0,1.0
