inputId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
7020,45,admin.,married,secondary,0,-183,1,0,unknown,16,may,215,3,-1,0,unknown,0
7021,49,blue-collar,married,secondary,0,16,1,0,unknown,16,may,193,11,-1,0,unknown,0
7022,44,services,divorced,secondary,0,-574,1,0,unknown,3,jun,172,2,-1,0,unknown,0
7023,52,management,single,tertiary,0,1727,0,0,cellular,21,nov,337,1,-1,0,unknown,0
7024,37,services,married,secondary,0,718,0,1,unknown,9,jun,215,3,-1,0,unknown,0
7025,49,technician,married,secondary,0,3410,0,0,unknown,4,aug,130,1,-1,0,unknown,0
7026,44,management,divorced,tertiary,0,409,1,0,unknown,19,may,333,1,-1,0,unknown,0
7027,29,management,single,tertiary,0,2955,0,0,cellular,29,apr,226,2,-1,0,unknown,1
7028,50,blue-collar,married,primary,0,59,0,0,unknown,19,jun,184,1,-1,0,unknown,0
7029,44,technician,married,secondary,0,0,1,0,cellular,24,jul,157,1,-1,0,unknown,0
7030,53,management,married,tertiary,0,0,1,0,cellular,9,jul,296,1,-1,0,unknown,0
7031,38,blue-collar,married,secondary,0,284,1,1,unknown,3,jun,1030,6,-1,0,unknown,0
7032,26,admin.,single,secondary,0,187,0,0,cellular,30,jan,226,2,-1,0,unknown,0
7033,49,management,married,tertiary,0,519,1,0,cellular,8,apr,98,1,-1,0,unknown,0
7034,42,blue-collar,married,primary,0,-25,1,0,unknown,12,may,62,2,-1,0,unknown,0
7035,30,management,single,tertiary,0,1108,1,1,unknown,9,may,261,1,-1,0,unknown,0
7036,45,housemaid,married,primary,0,2239,0,0,telephone,29,jul,24,2,-1,0,unknown,0
7037,48,blue-collar,married,secondary,0,48,1,1,unknown,29,may,144,1,-1,0,unknown,0
7038,43,technician,divorced,secondary,0,0,0,0,cellular,28,aug,192,2,-1,0,unknown,0
7039,24,technician,single,secondary,0,288,1,0,unknown,28,may,185,1,-1,0,unknown,0
7040,38,self-employed,married,secondary,0,1029,1,0,cellular,4,feb,206,3,223,1,other,0
7041,33,blue-collar,married,secondary,0,6227,1,0,unknown,23,may,76,2,-1,0,unknown,0
7042,27,management,single,secondary,0,442,1,0,unknown,28,may,212,1,-1,0,unknown,0
7043,31,student,single,secondary,0,216,0,0,cellular,3,jun,138,1,-1,0,unknown,0
7044,39,housemaid,married,primary,0,267,0,0,unknown,9,jun,1151,5,-1,0,unknown,0
7045,47,management,married,tertiary,0,295,1,0,cellular,5,aug,157,1,-1,0,unknown,0
7046,31,management,single,tertiary,0,1308,0,0,cellular,22,aug,323,3,-1,0,unknown,0
7047,31,management,single,tertiary,0,1289,1,0,cellular,12,aug,264,3,-1,0,unknown,0
7048,54,management,married,tertiary,0,7249,1,1,cellular,4,feb,102,2,77,1,failure,0
7049,40,technician,married,secondary,0,335,1,0,unknown,2,jun,140,3,-1,0,unknown,0
7050,27,admin.,single,tertiary,0,2068,0,0,cellular,7,apr,49,2,-1,0,unknown,0
7051,53,blue-collar,single,secondary,0,156,1,1,unknown,7,may,259,4,-1,0,unknown,0
7052,46,management,married,tertiary,0,71,1,0,cellular,19,aug,220,4,-1,0,unknown,0
7053,42,blue-collar,married,primary,0,-10,1,0,unknown,9,may,291,4,-1,0,unknown,0
7054,35,management,married,tertiary,0,267,1,0,unknown,7,may,192,1,-1,0,unknown,0
7055,47,management,divorced,tertiary,0,0,1,1,cellular,18,nov,203,3,-1,0,unknown,0
7056,38,blue-collar,married,primary,0,635,1,0,unknown,3,jun,157,2,-1,0,unknown,0
7057,29,management,single,tertiary,0,697,0,0,cellular,30,apr,365,1,85,1,success,1
7058,40,retired,married,primary,0,407,1,0,unknown,7,may,502,1,-1,0,unknown,0
7059,39,blue-collar,married,secondary,0,142,0,1,cellular,14,jul,424,4,-1,0,unknown,0
7060,48,blue-collar,married,secondary,0,244,1,1,cellular,2,feb,212,1,-1,0,unknown,0
7061,34,services,divorced,secondary,0,991,1,0,cellular,6,may,89,1,344,1,failure,0
7062,55,management,married,tertiary,0,0,0,1,telephone,18,aug,201,11,-1,0,unknown,0
7063,34,blue-collar,divorced,primary,0,390,1,0,cellular,15,may,372,2,371,2,success,0
7064,67,retired,married,primary,0,1430,0,0,cellular,11,jan,499,2,91,3,failure,1
7065,49,admin.,married,tertiary,0,8413,0,0,cellular,19,aug,131,6,-1,0,unknown,0
7066,40,management,single,secondary,0,900,1,0,cellular,30,jul,84,2,-1,0,unknown,0
7067,47,blue-collar,married,unknown,0,3460,1,0,unknown,5,jun,394,2,-1,0,unknown,0
7068,30,technician,single,unknown,0,-48,1,0,unknown,6,may,152,2,-1,0,unknown,0
7069,40,self-employed,single,tertiary,0,628,0,0,cellular,30,jan,90,1,-1,0,unknown,0
7070,31,blue-collar,married,secondary,0,42,1,0,unknown,9,may,210,3,-1,0,unknown,0
7071,46,technician,married,secondary,0,57,0,0,unknown,28,may,796,1,-1,0,unknown,1
7072,40,blue-collar,married,secondary,0,1844,1,0,cellular,11,may,231,1,-1,0,unknown,0
7073,36,entrepreneur,married,secondary,0,1412,1,1,cellular,25,jul,226,1,-1,0,unknown,0
7074,27,blue-collar,married,secondary,0,362,1,0,unknown,14,may,332,2,-1,0,unknown,0
7075,45,blue-collar,married,primary,0,1145,0,0,telephone,10,jul,156,7,-1,0,unknown,0
7076,33,admin.,married,secondary,0,220,1,0,unknown,27,may,345,1,-1,0,unknown,0
7077,32,management,single,tertiary,0,1831,1,0,cellular,20,apr,86,2,-1,0,unknown,0
7078,32,management,single,tertiary,0,0,1,0,cellular,22,jul,455,2,-1,0,unknown,0
7079,55,blue-collar,married,primary,0,145,0,0,telephone,2,feb,59,3,5,2,other,0
7080,55,management,married,tertiary,0,740,0,0,cellular,25,aug,57,3,-1,0,unknown,0
7081,64,technician,married,tertiary,0,1319,0,0,cellular,12,mar,56,2,-1,0,unknown,0
7082,32,services,single,tertiary,0,0,0,0,cellular,28,aug,23,12,-1,0,unknown,0
7083,44,unemployed,single,secondary,0,3945,0,0,cellular,28,jan,255,1,-1,0,unknown,0
7084,61,housemaid,married,tertiary,0,746,0,0,cellular,7,aug,108,4,-1,0,unknown,0
7085,47,technician,married,secondary,0,417,1,0,cellular,14,may,94,1,-1,0,unknown,0
7086,35,technician,divorced,secondary,0,0,0,0,cellular,24,jul,262,2,-1,0,unknown,0
7087,34,technician,single,secondary,0,27,0,0,cellular,12,aug,256,9,-1,0,unknown,0
7088,81,retired,married,primary,0,243,0,0,cellular,27,oct,131,1,-1,0,unknown,1
7089,43,admin.,divorced,secondary,0,57,0,0,unknown,11,jun,46,1,-1,0,unknown,0
7090,36,management,married,tertiary,0,8277,1,0,cellular,18,nov,613,1,-1,0,unknown,0
7091,39,technician,married,unknown,0,0,1,0,cellular,12,may,106,3,-1,0,unknown,0
7092,55,blue-collar,single,primary,0,1187,1,0,unknown,2,jun,193,2,-1,0,unknown,0
7093,31,blue-collar,married,secondary,0,-325,1,1,unknown,27,may,389,2,-1,0,unknown,0
7094,42,management,married,tertiary,0,298,0,0,cellular,11,oct,137,3,95,10,failure,0
7095,28,unemployed,married,tertiary,0,482,0,0,cellular,25,may,119,1,-1,0,unknown,1
7096,59,retired,married,secondary,0,3414,0,0,telephone,30,jul,117,6,-1,0,unknown,0
7097,32,blue-collar,single,secondary,0,435,1,0,unknown,21,may,373,2,-1,0,unknown,0
7098,32,blue-collar,married,secondary,1,-238,1,0,unknown,27,may,427,1,-1,0,unknown,0
7099,34,self-employed,single,tertiary,0,366,1,0,cellular,8,may,348,4,-1,0,unknown,0
7100,25,student,single,secondary,0,358,0,0,cellular,16,nov,330,1,-1,0,unknown,1
7101,25,management,married,tertiary,0,784,1,1,unknown,12,may,104,2,-1,0,unknown,0
7102,26,management,single,tertiary,0,828,1,0,cellular,30,jan,141,1,-1,0,unknown,0
7103,47,admin.,married,secondary,0,0,0,0,unknown,3,jun,110,2,-1,0,unknown,0
7104,29,technician,divorced,secondary,0,124,0,0,unknown,27,may,125,1,-1,0,unknown,0
7105,56,entrepreneur,divorced,tertiary,0,2975,0,1,cellular,30,jul,28,13,-1,0,unknown,0
7106,52,management,married,primary,0,798,1,0,unknown,30,jun,123,2,-1,0,unknown,0
7107,35,blue-collar,single,secondary,0,-257,1,0,unknown,30,may,312,7,-1,0,unknown,0
7108,40,student,married,secondary,0,260,0,0,cellular,19,nov,52,1,152,6,failure,0
7109,33,technician,married,tertiary,0,8408,0,0,cellular,11,aug,121,2,-1,0,unknown,0
7110,27,blue-collar,single,primary,0,5,1,0,cellular,18,may,182,1,-1,0,unknown,0
7111,77,retired,married,tertiary,0,699,0,0,cellular,13,aug,425,2,-1,0,unknown,1
7112,44,management,divorced,tertiary,0,6285,1,0,cellular,20,nov,136,3,125,2,other,0
7113,42,blue-collar,married,primary,0,159,1,0,telephone,12,may,295,3,-1,0,unknown,0
7114,30,technician,married,secondary,0,3123,1,0,cellular,15,may,49,2,333,5,other,0
7115,39,management,married,tertiary,0,763,1,0,cellular,11,may,877,7,300,2,other,1
7116,61,retired,married,secondary,0,2801,1,1,cellular,10,mar,239,1,-1,0,unknown,1
7117,52,self-employed,married,tertiary,0,583,1,0,cellular,22,aug,132,1,-1,0,unknown,0
7118,54,blue-collar,married,secondary,0,-102,1,0,cellular,27,aug,164,7,-1,0,unknown,0
7119,35,blue-collar,married,secondary,0,199,1,0,cellular,17,apr,203,1,344,3,failure,0
7120,30,management,married,tertiary,0,155,1,0,cellular,1,jun,353,1,-1,0,unknown,0
7121,59,management,divorced,primary,0,13308,1,0,unknown,13,may,131,1,-1,0,unknown,0
7122,35,services,married,secondary,0,59,1,0,unknown,5,may,1077,1,-1,0,unknown,0
7123,52,technician,married,secondary,0,945,0,0,unknown,20,jun,16,8,-1,0,unknown,0
7124,56,housemaid,married,primary,0,657,0,0,unknown,16,jun,211,2,-1,0,unknown,0
7125,39,entrepreneur,married,tertiary,0,36,1,0,unknown,26,may,488,3,-1,0,unknown,0
7126,47,management,divorced,secondary,0,3346,1,1,unknown,13,may,284,2,-1,0,unknown,0
7127,54,management,married,tertiary,0,656,1,1,cellular,27,aug,105,6,-1,0,unknown,0
7128,59,retired,married,primary,0,866,0,1,cellular,2,feb,88,1,208,1,other,0
7129,41,blue-collar,single,secondary,0,277,1,0,unknown,7,may,2177,4,-1,0,unknown,0
7130,43,management,married,tertiary,0,1781,0,0,cellular,17,nov,69,2,-1,0,unknown,0
7131,59,retired,married,primary,0,1064,1,0,cellular,6,may,88,2,-1,0,unknown,0
7132,34,blue-collar,married,secondary,0,615,1,0,unknown,7,may,225,2,-1,0,unknown,0
7133,34,management,married,tertiary,0,5973,1,0,cellular,13,jul,326,3,-1,0,unknown,0
7134,30,services,married,secondary,0,637,1,0,cellular,15,may,69,5,-1,0,unknown,0
7135,24,student,single,secondary,0,1234,0,0,telephone,26,oct,280,2,97,3,success,0
7136,54,services,married,unknown,0,0,1,0,cellular,5,feb,686,2,267,1,other,1
7137,54,blue-collar,married,secondary,0,688,1,0,cellular,4,feb,379,2,-1,0,unknown,0
7138,36,unemployed,married,secondary,0,-129,1,0,cellular,29,jul,121,3,-1,0,unknown,0
7139,63,retired,married,secondary,0,708,0,0,cellular,17,nov,168,2,-1,0,unknown,0
7140,54,blue-collar,married,secondary,0,285,1,1,telephone,30,jan,63,1,2,5,other,0
7141,71,retired,married,secondary,0,2064,0,0,cellular,9,nov,379,2,92,3,failure,0
7142,39,management,single,tertiary,0,30,1,0,cellular,13,may,201,3,-1,0,unknown,0
7143,51,unknown,married,unknown,0,167,0,0,unknown,18,jun,205,4,-1,0,unknown,0
7144,32,management,married,tertiary,0,268,1,1,cellular,20,apr,106,3,-1,0,unknown,0
7145,46,technician,married,secondary,0,0,1,0,cellular,19,nov,161,2,-1,0,unknown,0
7146,60,admin.,married,secondary,0,106,0,0,cellular,24,feb,137,1,187,4,success,1
7147,38,management,single,tertiary,0,-119,1,0,cellular,14,may,185,1,-1,0,unknown,0
7148,59,retired,married,primary,0,2722,0,0,unknown,16,jun,145,1,-1,0,unknown,0
7149,53,blue-collar,married,secondary,0,1103,1,1,cellular,4,feb,101,2,250,4,failure,0
7150,26,blue-collar,married,secondary,0,484,1,0,unknown,19,may,48,2,-1,0,unknown,0
7151,30,blue-collar,married,secondary,0,1177,0,1,cellular,8,jul,220,2,-1,0,unknown,0
7152,37,admin.,married,secondary,0,529,1,0,cellular,16,sep,234,1,149,2,other,0
7153,59,management,married,primary,0,252,1,1,cellular,17,nov,138,1,175,2,failure,0
7154,35,management,married,tertiary,0,0,1,0,cellular,7,apr,139,1,243,2,other,0
7155,34,technician,married,secondary,0,5553,1,0,cellular,21,nov,798,2,182,5,failure,0
7156,32,management,married,tertiary,0,1331,0,0,cellular,12,nov,126,1,92,5,failure,1
7157,37,blue-collar,married,primary,0,2120,1,0,cellular,15,may,655,3,175,4,failure,1
7158,52,admin.,divorced,secondary,0,1256,1,0,cellular,1,apr,498,3,-1,0,unknown,0
7159,42,entrepreneur,married,tertiary,0,1068,1,0,cellular,13,apr,444,1,300,8,failure,0
7160,19,student,single,unknown,0,27,0,0,telephone,5,mar,86,12,-1,0,unknown,0
7161,34,self-employed,married,secondary,0,173,0,0,unknown,26,feb,36,1,-1,0,unknown,0
7162,47,self-employed,married,tertiary,0,1011,0,0,cellular,6,oct,808,1,-1,0,unknown,1
7163,27,entrepreneur,single,tertiary,0,81,0,0,cellular,5,feb,197,1,199,3,failure,0
7164,41,blue-collar,married,secondary,0,1293,0,0,telephone,31,jul,350,15,-1,0,unknown,0
7165,37,management,single,tertiary,0,2163,0,0,cellular,25,jan,114,1,234,1,failure,0
7166,32,technician,single,tertiary,0,0,0,0,cellular,20,aug,72,4,-1,0,unknown,0
7167,52,blue-collar,married,primary,0,779,1,0,unknown,16,may,30,3,-1,0,unknown,0
7168,40,blue-collar,married,secondary,0,1954,0,0,cellular,31,jul,1107,2,-1,0,unknown,1
7169,40,blue-collar,married,secondary,1,-94,1,1,unknown,7,may,227,1,-1,0,unknown,0
7170,38,admin.,married,secondary,0,1116,1,1,unknown,16,jun,406,2,-1,0,unknown,0
7171,44,management,single,tertiary,0,1090,0,0,cellular,20,oct,178,4,93,6,success,1
7172,31,management,married,tertiary,0,713,1,0,unknown,9,may,1534,2,-1,0,unknown,0
7173,32,admin.,married,secondary,0,-4,0,0,cellular,8,may,47,5,-1,0,unknown,0
7174,50,technician,married,secondary,0,156,0,1,cellular,14,jul,1130,3,-1,0,unknown,1
7175,35,technician,single,tertiary,0,275,1,0,cellular,6,may,157,3,254,5,failure,0
7176,34,technician,married,secondary,0,354,0,0,cellular,25,aug,358,3,-1,0,unknown,0
7177,40,blue-collar,married,primary,0,14,1,0,cellular,12,may,135,4,-1,0,unknown,0
7178,57,technician,married,secondary,0,950,1,0,cellular,9,jul,1272,1,-1,0,unknown,0
7179,29,unknown,single,secondary,0,923,0,0,cellular,26,may,333,1,-1,0,unknown,0
7180,21,unemployed,married,secondary,0,2062,1,0,unknown,3,jun,103,1,-1,0,unknown,0
7181,37,management,married,tertiary,0,1265,0,1,unknown,4,jul,101,1,-1,0,unknown,0
7182,33,management,married,tertiary,0,51,1,0,cellular,21,aug,273,2,-1,0,unknown,0
7183,54,management,married,primary,0,3859,0,1,cellular,20,nov,104,3,-1,0,unknown,0
7184,55,retired,married,primary,0,2,0,0,unknown,27,jun,392,4,-1,0,unknown,0
7185,32,student,single,secondary,0,1102,0,0,telephone,8,oct,194,1,-1,0,unknown,1
7186,35,management,divorced,tertiary,0,1723,1,0,cellular,25,jul,862,1,-1,0,unknown,1
7187,44,entrepreneur,married,primary,0,276,1,1,unknown,15,may,219,1,-1,0,unknown,0
7188,59,retired,married,primary,0,56,0,0,cellular,21,aug,432,5,-1,0,unknown,0
7189,42,technician,married,unknown,0,1559,0,0,cellular,11,aug,155,1,103,1,success,0
7190,55,technician,single,secondary,0,149,1,0,cellular,11,aug,103,15,-1,0,unknown,0
7191,31,admin.,single,secondary,0,119,0,0,cellular,7,jul,80,1,-1,0,unknown,0
7192,40,technician,married,unknown,0,0,0,1,cellular,7,jul,161,1,-1,0,unknown,0
7193,57,retired,married,secondary,0,209,0,0,cellular,14,aug,56,4,-1,0,unknown,0
7194,31,management,single,tertiary,0,684,1,1,unknown,2,jun,148,2,-1,0,unknown,0
7195,38,technician,single,secondary,0,0,1,0,cellular,7,apr,196,2,-1,0,unknown,0
7196,47,services,married,secondary,0,759,1,0,telephone,8,may,75,1,323,2,failure,0
7197,35,management,married,tertiary,0,-4,0,0,cellular,8,aug,129,2,-1,0,unknown,0
7198,31,management,single,secondary,0,2317,0,0,cellular,16,apr,87,2,-1,0,unknown,0
7199,40,blue-collar,married,primary,0,2651,1,0,unknown,15,may,94,1,-1,0,unknown,0
7200,45,technician,divorced,secondary,0,54,0,0,cellular,29,aug,83,3,-1,0,unknown,0
7201,58,unemployed,married,secondary,0,4497,1,0,unknown,29,may,128,1,-1,0,unknown,0
7202,33,technician,divorced,tertiary,0,39,0,0,cellular,19,aug,123,5,-1,0,unknown,0
7203,54,services,married,secondary,1,0,1,0,unknown,6,may,138,3,-1,0,unknown,0
7204,28,student,single,secondary,0,29,0,1,cellular,6,feb,402,1,-1,0,unknown,0
7205,44,management,single,tertiary,0,6350,1,0,cellular,9,jul,323,1,-1,0,unknown,0
7206,39,blue-collar,married,unknown,0,18,0,0,cellular,7,jul,75,3,-1,0,unknown,0
7207,60,blue-collar,married,secondary,0,5450,0,0,cellular,18,aug,113,4,-1,0,unknown,0
7208,32,technician,divorced,tertiary,0,31,0,1,cellular,8,jul,259,1,-1,0,unknown,0
7209,29,admin.,single,secondary,0,265,1,0,cellular,25,may,304,1,-1,0,unknown,0
7210,55,blue-collar,married,primary,0,119,0,0,cellular,29,jan,118,1,-1,0,unknown,0
7211,47,technician,married,secondary,0,2149,1,0,cellular,15,oct,241,1,183,2,success,0
7212,57,retired,married,primary,0,3401,1,0,unknown,14,may,271,2,-1,0,unknown,0
7213,36,blue-collar,married,secondary,0,-557,1,1,cellular,29,jan,484,1,253,1,failure,0
7214,49,admin.,divorced,secondary,1,2405,1,0,cellular,23,jul,216,8,-1,0,unknown,0
7215,32,management,single,tertiary,0,3616,0,0,cellular,14,aug,165,2,-1,0,unknown,0
7216,37,management,married,tertiary,0,59,1,1,telephone,2,feb,319,1,213,1,failure,0
7217,58,management,single,tertiary,0,1387,1,0,telephone,3,feb,140,6,6,6,other,0
7218,52,blue-collar,married,secondary,0,5614,1,0,unknown,20,jun,177,3,-1,0,unknown,0
7219,46,blue-collar,married,secondary,0,922,0,1,cellular,14,jul,151,2,-1,0,unknown,0
7220,30,management,single,tertiary,0,1675,0,0,cellular,4,sep,181,1,-1,0,unknown,0
7221,35,self-employed,married,tertiary,0,137,0,0,cellular,5,feb,142,4,-1,0,unknown,0
7222,39,management,married,tertiary,0,218,0,0,cellular,19,aug,97,9,-1,0,unknown,0
7223,35,admin.,married,secondary,0,5270,0,0,unknown,16,jun,110,8,-1,0,unknown,0
7224,38,entrepreneur,married,secondary,0,197,0,0,unknown,17,jun,979,9,-1,0,unknown,0
7225,41,unemployed,married,secondary,0,0,1,1,telephone,27,apr,89,12,-1,0,unknown,0
7226,45,blue-collar,married,primary,0,18,1,0,unknown,26,may,90,2,-1,0,unknown,0
7227,40,management,divorced,tertiary,0,69,1,0,cellular,30,jul,149,2,-1,0,unknown,0
7228,34,management,married,tertiary,0,714,1,0,cellular,31,jul,8,27,-1,0,unknown,0
7229,55,management,married,tertiary,0,154,0,0,telephone,11,may,70,2,367,3,failure,0
7230,53,technician,married,secondary,0,719,1,0,unknown,14,may,230,1,-1,0,unknown,0
7231,46,management,divorced,tertiary,0,134,0,0,cellular,19,aug,134,2,-1,0,unknown,0
7232,44,management,married,tertiary,0,5004,0,0,cellular,20,aug,175,2,-1,0,unknown,0
7233,34,management,married,tertiary,0,815,0,0,cellular,17,nov,161,2,-1,0,unknown,0
7234,37,blue-collar,married,unknown,0,603,1,0,unknown,23,may,773,2,-1,0,unknown,0
7235,51,blue-collar,married,secondary,0,4695,0,0,cellular,29,aug,8,10,-1,0,unknown,0
7236,48,blue-collar,married,secondary,0,0,0,0,cellular,19,aug,112,7,-1,0,unknown,0
7237,33,technician,divorced,secondary,0,522,0,1,cellular,7,jul,559,4,-1,0,unknown,0
7238,46,services,married,secondary,0,997,1,0,unknown,12,may,398,1,-1,0,unknown,0
7239,18,student,single,unknown,0,108,0,0,cellular,8,sep,169,1,-1,0,unknown,1
7240,41,blue-collar,married,unknown,0,1402,0,0,cellular,31,jul,33,14,-1,0,unknown,0
7241,30,blue-collar,married,secondary,0,313,1,1,cellular,6,may,311,3,364,1,failure,0
7242,56,blue-collar,divorced,secondary,0,9698,1,0,cellular,20,apr,189,2,-1,0,unknown,0
7243,37,management,married,tertiary,0,0,1,0,cellular,4,feb,199,1,-1,0,unknown,0
7244,46,blue-collar,married,primary,0,1227,0,0,telephone,28,jan,157,3,-1,0,unknown,0
7245,29,entrepreneur,divorced,tertiary,0,444,0,0,cellular,24,jul,54,2,-1,0,unknown,0
7246,45,technician,married,secondary,0,0,1,1,telephone,2,feb,111,2,208,1,failure,0
7247,38,blue-collar,married,secondary,0,-579,1,1,unknown,28,may,195,2,-1,0,unknown,0
7248,44,entrepreneur,married,primary,0,5039,0,0,cellular,8,may,317,2,-1,0,unknown,0
7249,36,management,married,tertiary,0,332,1,0,cellular,22,may,566,7,-1,0,unknown,0
7250,19,student,single,secondary,0,372,0,0,telephone,8,jul,444,3,-1,0,unknown,1
7251,47,technician,married,secondary,0,-59,1,1,cellular,11,may,502,1,343,2,failure,0
7252,24,admin.,single,secondary,0,493,0,0,cellular,23,mar,47,2,-1,0,unknown,0
7253,50,management,married,secondary,0,268,0,0,cellular,5,mar,61,2,-1,0,unknown,0
7254,44,admin.,divorced,secondary,0,145,0,1,telephone,9,jul,672,6,-1,0,unknown,0
7255,37,management,divorced,secondary,0,1655,1,0,cellular,12,may,178,1,175,2,failure,0
7256,40,management,married,tertiary,0,351,1,0,cellular,29,jan,338,1,254,3,failure,0
7257,77,retired,married,primary,0,29340,0,0,cellular,15,mar,257,1,91,2,other,1
7258,55,retired,divorced,secondary,0,2204,0,0,cellular,3,jun,213,1,-1,0,unknown,0
7259,26,student,single,secondary,0,480,0,0,cellular,30,apr,104,1,-1,0,unknown,0
7260,36,unemployed,single,secondary,0,244,1,0,unknown,4,jun,702,2,-1,0,unknown,0
7261,34,admin.,married,tertiary,0,3520,0,0,cellular,18,nov,95,1,-1,0,unknown,0
7262,30,management,single,tertiary,0,55,0,0,cellular,21,aug,132,1,-1,0,unknown,0
7263,34,blue-collar,married,secondary,0,247,1,1,unknown,26,may,193,5,-1,0,unknown,0
7264,41,management,married,tertiary,0,-456,0,0,cellular,14,apr,427,4,144,1,failure,0
7265,34,management,married,tertiary,0,3486,0,0,cellular,28,aug,23,10,-1,0,unknown,0
7266,29,management,single,tertiary,0,559,0,0,telephone,27,may,86,4,-1,0,unknown,0
7267,44,technician,married,tertiary,0,564,1,0,cellular,13,may,88,2,-1,0,unknown,0
7268,35,admin.,married,secondary,0,3863,1,0,cellular,20,nov,239,1,-1,0,unknown,0
7269,50,technician,married,secondary,0,669,1,0,unknown,2,jun,88,1,-1,0,unknown,0
7270,43,management,divorced,secondary,0,229,1,1,cellular,13,may,163,1,-1,0,unknown,0
7271,35,management,married,tertiary,0,323,0,0,cellular,11,jan,261,2,-1,0,unknown,1
7272,35,technician,single,tertiary,0,7546,1,0,cellular,28,dec,137,1,122,3,failure,0
7273,42,blue-collar,divorced,primary,0,103,1,0,cellular,6,feb,170,1,-1,0,unknown,0
7274,40,blue-collar,divorced,secondary,0,5666,0,1,cellular,12,jun,69,4,-1,0,unknown,0
7275,52,entrepreneur,married,secondary,0,10,0,1,cellular,17,jul,72,3,-1,0,unknown,0
7276,29,blue-collar,single,secondary,0,228,0,0,cellular,5,feb,355,1,-1,0,unknown,0
7277,29,services,married,secondary,0,57,1,0,telephone,21,jul,342,9,-1,0,unknown,0
7278,31,services,married,secondary,0,393,0,0,cellular,14,jul,328,2,-1,0,unknown,0
7279,34,management,married,secondary,0,42,0,0,cellular,22,aug,82,3,-1,0,unknown,0
7280,44,services,single,secondary,0,762,0,1,cellular,21,nov,778,1,-1,0,unknown,0
7281,59,technician,married,secondary,0,371,1,0,unknown,12,may,832,3,-1,0,unknown,0
7282,56,management,married,secondary,0,230,0,0,unknown,9,may,73,4,-1,0,unknown,0
7283,51,management,single,tertiary,0,6503,0,0,telephone,21,nov,178,5,-1,0,unknown,0
7284,60,retired,married,secondary,0,1091,0,1,telephone,15,jul,778,3,-1,0,unknown,0
7285,59,management,married,primary,0,0,1,0,telephone,7,may,123,3,-1,0,unknown,0
7286,50,retired,married,secondary,0,1047,0,0,cellular,21,nov,98,5,-1,0,unknown,0
7287,34,blue-collar,divorced,secondary,0,1125,1,1,cellular,19,nov,141,2,-1,0,unknown,0
7288,51,management,married,tertiary,0,346,0,0,cellular,11,aug,237,1,180,6,success,1
7289,35,technician,married,secondary,0,2468,1,0,cellular,6,may,187,8,-1,0,unknown,0
7290,38,management,married,tertiary,0,246,1,0,unknown,23,jul,717,8,-1,0,unknown,0
7291,37,admin.,married,secondary,0,1345,1,0,unknown,3,jun,59,2,-1,0,unknown,0
7292,38,admin.,divorced,tertiary,0,86,1,0,unknown,6,may,218,1,-1,0,unknown,0
7293,43,blue-collar,married,primary,0,238,1,1,cellular,12,may,178,1,-1,0,unknown,0
7294,34,blue-collar,single,tertiary,0,97,0,0,cellular,14,may,67,3,-1,0,unknown,0
7295,44,admin.,married,secondary,0,132,0,0,cellular,21,dec,103,5,124,4,success,0
7296,30,management,single,tertiary,0,18,0,0,unknown,20,may,121,11,-1,0,unknown,0
7297,58,retired,married,secondary,0,295,1,1,unknown,26,may,136,2,-1,0,unknown,0
7298,30,technician,single,secondary,0,800,0,0,telephone,28,jan,60,2,-1,0,unknown,0
7299,35,entrepreneur,single,tertiary,0,-49,0,0,unknown,17,jun,668,8,-1,0,unknown,0
7300,34,admin.,married,secondary,0,131,0,0,cellular,19,nov,94,1,-1,0,unknown,0
7301,29,blue-collar,single,secondary,1,-580,1,0,unknown,23,jun,123,2,-1,0,unknown,0
7302,45,admin.,married,secondary,0,43,0,0,cellular,12,aug,114,4,-1,0,unknown,0
7303,47,services,married,secondary,0,1474,1,0,cellular,15,may,77,1,368,3,failure,0
7304,59,management,married,primary,0,1727,0,0,telephone,25,may,500,4,358,2,failure,1
7305,38,technician,married,tertiary,0,1092,1,0,unknown,21,may,317,1,-1,0,unknown,0
7306,32,technician,married,secondary,0,381,1,0,unknown,2,jun,347,2,-1,0,unknown,0
7307,25,management,single,tertiary,0,3,1,1,cellular,16,apr,1034,1,-1,0,unknown,1
7308,59,blue-collar,divorced,unknown,0,454,1,0,cellular,10,jul,293,1,-1,0,unknown,0
7309,49,technician,married,secondary,0,2497,1,0,unknown,29,may,99,1,-1,0,unknown,0
7310,36,self-employed,married,primary,0,2022,0,0,unknown,19,jun,71,2,-1,0,unknown,0
7311,41,admin.,married,secondary,0,-62,1,1,unknown,5,may,55,2,-1,0,unknown,0
7312,36,technician,single,secondary,0,94,1,0,cellular,20,apr,274,1,-1,0,unknown,0
7313,56,blue-collar,married,secondary,0,471,1,0,cellular,7,may,104,1,342,2,failure,0
7314,24,technician,single,secondary,1,-1329,1,0,cellular,18,may,50,1,356,2,other,0
7315,30,technician,single,secondary,0,8826,1,0,cellular,20,apr,90,3,151,3,other,0
7316,60,management,married,primary,0,295,0,0,unknown,6,jun,126,4,-1,0,unknown,0
7317,33,admin.,married,secondary,0,616,0,0,cellular,6,sep,250,3,-1,0,unknown,1
