inputId TrueClass PredictedClass SensitiveAttr SetName
7646 1 0 1 valid
7647 0 0 0 valid
7648 0 0 1 valid
7649 0 0 0 valid
7650 0 0 0 valid
7651 0 0 1 valid
7652 0 0 0 valid
7653 0 0 1 valid
7654 0 0 1 valid
7655 0 0 1 valid
7656 0 0 0 valid
7657 0 0 1 valid
7658 0 0 0 valid
7659 0 0 1 valid
7660 0 0 1 valid
7661 0 0 1 valid
7662 0 0 1 valid
7663 0 1 1 valid
7664 0 0 1 valid
7665 0 1 1 valid
7666 0 1 1 valid
7667 1 1 1 valid
7668 0 0 1 valid
7669 1 1 0 valid
7670 0 0 1 valid
7671 0 1 1 valid
7672 1 0 1 valid
7673 0 0 1 valid
7674 1 1 1 valid
7675 1 0 1 valid
7676 0 0 0 valid
7677 0 0 0 valid
7678 0 0 1 valid
7679 0 0 1 valid
7680 1 1 1 valid
7681 0 0 1 valid
7682 1 1 1 valid
7683 0 0 1 valid
7684 1 1 1 valid
7685 0 0 1 valid
7686 1 0 1 valid
7687 1 1 1 valid
7688 0 0 0 valid
7689 1 1 1 valid
7690 0 0 0 valid
7691 0 0 1 valid
7692 0 0 0 valid
7693 1 1 1 valid
7694 1 1 1 valid
7695 0 0 1 valid
7696 1 0 1 valid
7697 1 0 1 valid
7698 0 0 1 valid
7699 0 0 1 valid
7700 0 0 1 valid
7701 1 1 1 valid
7702 0 0 1 valid
7703 0 0 0 valid
7704 0 0 0 valid
7705 1 1 1 valid
7706 0 0 0 valid
7707 1 0 1 valid
7708 0 0 0 valid
7709 0 0 1 valid
7710 0 0 1 valid
7711 1 1 0 valid
7712 0 0 0 valid
7713 0 0 0 valid
7714 0 0 0 valid
7715 1 1 1 valid
7716 0 0 1 valid
7717 0 0 1 valid
7718 0 0 1 valid
7719 0 0 0 valid
7720 0 0 0 valid
7721 0 0 0 valid
7722 1 1 1 valid
7723 0 0 1 valid
7724 0 0 1 valid
7725 0 1 1 valid
7726 0 0 1 valid
7727 0 0 0 valid
7728 0 0 0 valid
7729 0 0 1 valid
7730 0 0 1 valid
7731 1 0 1 valid
7732 0 0 0 valid
7733 0 0 1 valid
7734 0 0 0 valid
7735 1 1 0 valid
7736 0 0 1 valid
7737 0 0 1 valid
7738 0 0 0 valid
7739 1 1 1 valid
7740 1 0 1 valid
7741 0 0 1 valid
7742 1 1 1 valid
7743 0 0 0 valid
7744 0 0 1 valid
7745 0 0 0 valid
7746 1 1 1 valid
7747 0 0 1 valid
7748 0 0 0 valid
7749 0 0 1 valid
7750 0 0 1 valid
7751 0 0 1 valid
7752 1 0 0 valid
7753 0 0 0 valid
7754 0 1 1 valid
7755 1 1 1 valid
7756 0 0 1 valid
7757 0 0 0 valid
7758 0 0 0 valid
7759 0 0 0 valid
7760 0 0 0 valid
7761 0 0 0 valid
7762 0 0 0 valid
7763 0 0 1 valid
7764 1 1 1 valid
7765 0 0 1 valid
7766 0 0 0 valid
7767 0 0 0 valid
7768 1 1 1 valid
7769 0 0 1 valid
7770 0 0 0 valid
7771 0 0 1 valid
7772 0 0 1 valid
7773 0 0 1 valid
7774 0 0 1 valid
7775 0 0 1 valid
7776 1 1 1 valid
7777 1 1 1 valid
7778 0 0 0 valid
7779 0 0 0 valid
7780 1 1 1 valid
7781 0 0 1 valid
7782 0 0 1 valid
7783 0 0 0 valid
7784 0 0 1 valid
7785 0 0 1 valid
7786 0 0 1 valid
7787 0 0 0 valid
7788 0 0 1 valid
7789 0 0 0 valid
7790 1 0 1 valid
7791 0 1 1 valid
7792 1 1 0 valid
7793 0 0 1 valid
7794 1 1 1 valid
7795 0 0 1 valid
7796 0 0 1 valid
7797 0 0 0 valid
7798 0 0 1 valid
7799 0 0 1 valid
7800 0 0 1 valid
7801 0 0 0 valid
7802 0 0 0 valid
7803 0 0 0 valid
7804 1 1 1 valid
7805 0 0 0 valid
7806 0 0 1 valid
7807 0 0 1 valid
7808 0 0 1 valid
7809 0 0 0 valid
7810 0 0 1 valid
7811 0 0 0 valid
7812 0 0 0 valid
7813 0 1 1 valid
7814 0 0 0 valid
7815 0 0 1 valid
7816 0 0 1 valid
7817 0 0 1 valid
7818 1 0 1 valid
7819 1 1 1 valid
7820 0 0 0 valid
7821 1 0 1 valid
7822 0 0 1 valid
7823 1 0 1 valid
7824 1 1 1 valid
7825 0 1 1 valid
7826 0 1 1 valid
7827 0 0 1 valid
7828 0 0 0 valid
7829 0 0 0 valid
7830 0 0 1 valid
7831 0 0 0 valid
7832 0 0 1 valid
7833 0 0 1 valid
7834 0 1 1 valid
7835 0 1 1 valid
7836 0 0 1 valid
7837 0 0 1 valid
7838 0 0 1 valid
7839 0 0 0 valid
7840 0 0 0 valid
7841 0 0 0 valid
7842 1 1 1 valid
7843 0 0 0 valid
7844 0 0 0 valid
7845 0 0 0 valid
7846 0 0 1 valid
7847 1 0 1 valid
7848 0 0 0 valid
7849 0 0 1 valid
7850 0 0 0 valid
7851 0 0 1 valid
7852 1 1 1 valid
7853 0 0 0 valid
7854 1 0 1 valid
7855 0 0 0 valid
7856 0 0 0 valid
7857 0 0 1 valid
7858 1 0 1 valid
7859 0 0 1 valid
7860 0 0 1 valid
7861 0 0 0 valid
7862 0 0 0 valid
7863 0 0 0 valid
7864 0 0 1 valid
7865 0 0 1 valid
7866 1 1 1 valid
7867 1 0 1 valid
7868 0 0 1 valid
7869 0 0 1 valid
7870 1 1 0 valid
7871 0 0 1 valid
7872 0 0 1 valid
7873 0 0 0 valid
7874 1 0 0 valid
7875 0 0 0 valid
7876 0 1 1 valid
7877 0 1 1 valid
7878 0 0 1 valid
7879 0 0 1 valid
7880 0 0 0 valid
7881 1 1 1 valid
7882 1 0 1 valid
7883 0 0 0 valid
7884 1 1 0 valid
7885 1 1 1 valid
7886 0 0 1 valid
7887 0 0 0 valid
7888 1 1 1 valid
7889 0 0 1 valid
7890 0 0 0 valid
7891 0 0 1 valid
7892 0 0 0 valid
7893 0 0 0 valid
7894 0 0 0 valid
7895 0 0 0 valid
7896 0 0 1 valid
7897 0 0 1 valid
7898 0 0 1 valid
7899 1 1 1 valid
7900 0 0 1 valid
7901 0 0 1 valid
7902 0 0 0 valid
7903 0 0 0 valid
7904 0 0 0 valid
7905 0 0 0 valid
7906 0 0 0 valid
7907 1 0 1 valid
7908 0 0 1 valid
7909 0 0 0 valid
7910 0 0 1 valid
7911 0 0 1 valid
7912 0 0 0 valid
7913 0 0 0 valid
7914 0 0 0 valid
7915 0 0 1 valid
7916 1 0 0 valid
7917 0 0 0 valid
7918 1 1 1 valid
7919 1 0 0 valid
7920 0 0 0 valid
7921 0 0 1 valid
7922 1 1 1 valid
7923 1 1 1 valid
7924 0 0 0 valid
7925 0 0 1 valid
7926 0 0 0 valid
7927 0 0 1 valid
7928 0 0 0 valid
7929 0 0 1 valid
7930 1 1 1 valid
7931 0 0 0 valid
7932 0 0 1 valid
7933 0 0 1 valid
7934 0 0 1 valid
7935 1 0 1 valid
7936 0 1 1 valid
7937 0 0 1 valid
7938 0 0 0 valid
7939 0 0 1 valid
7940 0 0 1 valid
7941 0 0 1 valid
7942 1 1 1 valid
7943 0 1 1 valid
7944 0 0 1 valid
7945 1 1 0 valid
7946 0 0 0 valid
7947 0 0 1 valid
7948 0 0 1 valid
7949 0 0 0 valid
7950 0 1 1 valid
7951 0 0 1 valid
7952 0 0 1 valid
7953 0 0 1 valid
7954 0 0 1 valid
7955 0 0 1 valid
7956 0 0 1 valid
7957 0 0 1 valid
7958 0 0 1 valid
7959 0 0 0 valid
7960 0 1 1 valid
7961 0 0 1 valid
7962 0 0 1 valid
7963 0 0 0 valid
7964 0 0 0 valid
7965 0 0 0 valid
7966 0 0 0 valid
7967 0 0 1 valid
7968 0 0 1 valid
7969 0 0 0 valid
7970 0 0 0 valid
7971 1 0 1 valid
7972 0 0 0 valid
7973 0 0 1 valid
7974 0 0 1 valid
7975 1 1 0 valid
7976 0 1 1 valid
7977 1 1 1 valid
7978 0 0 1 valid
7979 0 0 1 valid
7980 0 0 1 valid
7981 1 1 1 valid
7982 0 0 1 valid
7983 0 0 1 valid
7984 0 0 1 valid
7985 0 0 0 valid
7986 0 0 0 valid
7987 0 0 0 valid
7988 0 0 0 valid
7989 0 0 1 valid
7990 0 0 0 valid
7991 1 1 1 valid
7992 0 0 0 valid
7993 0 0 0 valid
7994 0 0 0 valid
7995 0 0 0 valid
7996 0 0 0 valid
7997 0 0 1 valid
7998 0 0 0 valid
7999 0 0 1 valid
8000 0 0 1 valid
8001 0 1 1 valid
8002 0 1 1 valid
8003 1 0 0 valid
8004 1 0 1 valid
8005 0 1 1 valid
8006 1 1 1 valid
8007 0 0 0 valid
8008 0 1 1 valid
8009 1 0 1 valid
8010 1 0 1 valid
8011 0 0 1 valid
8012 0 0 1 valid
8013 0 0 1 valid
8014 0 0 1 valid
8015 0 0 0 valid
8016 1 0 1 valid
8017 0 0 1 valid
8018 1 1 1 valid
8019 0 0 1 valid
8020 1 1 0 valid
8021 1 1 1 valid
8022 0 0 0 valid
8023 1 1 1 valid
8024 0 0 0 valid
8025 1 1 1 valid
8026 1 1 1 valid
8027 0 0 1 valid
8028 1 1 1 valid
8029 1 0 1 valid
8030 0 0 1 valid
8031 0 0 1 valid
8032 0 0 0 valid
8033 0 0 1 valid
8034 1 1 1 valid
8035 0 0 1 valid
8036 1 0 1 valid
8037 0 0 1 valid
8038 1 0 1 valid
8039 1 1 1 valid
8040 0 0 0 valid
8041 0 0 0 valid
8042 1 0 1 valid
8043 0 0 1 valid
8044 1 1 0 valid
8045 1 1 1 valid
8046 0 0 1 valid
8047 1 1 1 valid
8048 1 1 1 valid
8049 0 0 1 valid
8050 0 1 1 valid
8051 1 1 1 valid
8052 0 0 1 valid
8053 0 0 1 valid
8054 0 0 0 valid
8055 0 0 0 valid
8056 0 0 0 valid
8057 0 1 1 valid
8058 0 0 0 valid
8059 0 0 0 valid
8060 0 0 0 valid
8061 0 0 0 valid
8062 0 0 1 valid
8063 0 0 1 valid
8064 1 1 1 valid
8065 1 0 1 valid
8066 0 0 0 valid
8067 0 0 1 valid
8068 0 0 1 valid
8069 0 0 0 valid
8070 0 0 0 valid
8071 0 0 1 valid
8072 0 0 1 valid
8073 0 0 0 valid
8074 0 0 0 valid
8075 1 0 1 valid
8076 0 0 0 valid
8077 0 0 1 valid
8078 0 0 1 valid
8079 0 0 0 valid
8080 0 0 0 valid
8081 0 0 1 valid
8082 0 0 1 valid
8083 1 0 1 valid
8084 0 0 1 valid
8085 0 0 1 valid
8086 1 1 0 valid
8087 0 0 1 valid
8088 0 0 1 valid
8089 0 0 1 valid
8090 0 0 1 valid
8091 1 1 1 valid
8092 0 0 0 valid
8093 0 0 0 valid
8094 0 0 0 valid
8095 0 0 0 valid
8096 1 1 1 valid
8097 0 0 0 valid
8098 0 1 1 valid
8099 0 0 0 valid
8100 0 0 0 valid
8101 0 0 1 valid
8102 0 0 1 valid
8103 0 0 0 valid
8104 1 1 1 valid
8105 0 0 0 valid
8106 0 0 1 valid
8107 1 0 1 valid
8108 0 0 1 valid
8109 0 0 1 valid
8110 0 0 1 valid
8111 0 0 0 valid
8112 0 0 0 valid
8113 1 1 0 valid
8114 0 0 1 valid
8115 1 1 1 valid
8116 1 1 0 valid
8117 0 0 1 valid
8118 0 0 1 valid
8119 0 0 1 valid
8120 0 1 1 valid
8121 0 0 1 valid
8122 1 1 1 valid
8123 0 0 0 valid
8124 0 0 0 valid
8125 1 0 0 valid
8126 0 0 1 valid
8127 0 0 0 valid
8128 0 0 1 valid
8129 1 1 0 valid
8130 0 0 0 valid
8131 0 0 0 valid
8132 0 0 0 valid
8133 0 0 0 valid
8134 1 1 1 valid
8135 0 0 1 valid
8136 1 1 1 valid
8137 0 0 1 valid
8138 0 0 1 valid
8139 0 1 1 valid
8140 0 0 1 valid
8141 0 0 0 valid
8142 0 0 0 valid
8143 1 1 1 valid
8144 0 0 0 valid
8145 1 0 1 valid
8146 0 0 0 valid
8147 0 0 1 valid
8148 0 1 0 valid
8149 1 0 0 valid
8150 0 0 1 valid
8151 0 0 0 valid
8152 1 1 1 valid
8153 0 0 1 valid
8154 0 0 1 valid
8155 0 0 1 valid
8156 1 0 0 valid
8157 0 0 1 valid
8158 1 1 0 valid
8159 0 0 0 valid
8160 0 0 1 valid
8161 0 0 1 valid
8162 0 0 0 valid
8163 0 0 1 valid
8164 1 0 1 valid
8165 1 0 1 valid
8166 1 1 1 valid
8167 0 0 0 valid
8168 0 0 1 valid
8169 0 0 1 valid
8170 0 0 1 valid
8171 0 0 0 valid
8172 0 1 0 valid
8173 0 0 1 valid
8174 1 1 1 valid
8175 0 0 1 valid
8176 0 0 0 valid
8177 0 0 1 valid
8178 0 0 0 valid
8179 1 1 1 valid
8180 0 1 1 valid
8181 0 0 0 valid
8182 0 0 1 valid
8183 0 0 1 valid
8184 0 0 1 valid
8185 1 1 1 valid
8186 1 0 1 valid
8187 0 0 1 valid
8188 1 0 1 valid
8189 0 0 0 valid
8190 0 0 1 valid
8191 0 0 1 valid
8192 1 0 1 valid
8193 0 1 0 valid
8194 0 0 1 valid
8195 0 0 1 valid
8196 0 0 1 valid
8197 1 1 1 valid
8198 1 0 0 valid
8199 0 0 0 valid
8200 0 0 1 valid
8201 0 0 1 valid
8202 0 0 1 valid
8203 0 0 1 valid
8204 0 0 0 valid
8205 0 0 0 valid
8206 0 0 1 valid
8207 0 0 0 valid
8208 0 0 1 valid
8209 0 0 1 valid
8210 1 1 1 valid
8211 0 0 1 valid
8212 0 0 0 valid
8213 0 0 1 valid
8214 0 0 0 valid
8215 0 0 0 valid
8216 0 0 0 valid
8217 0 0 0 valid
8218 1 1 1 valid
8219 1 1 1 valid
8220 0 0 1 valid
8221 0 0 0 valid
8222 0 0 0 valid
8223 0 0 1 valid
8224 0 0 1 valid
8225 0 0 1 valid
8226 1 1 1 valid
8227 0 0 1 valid
8228 0 0 1 valid
8229 0 1 1 valid
8230 0 0 1 valid
8231 1 1 0 valid
8232 0 0 1 valid
8233 1 1 1 valid
8234 1 1 1 valid
8235 0 0 1 valid
8236 0 0 1 valid
8237 0 0 0 valid
8238 0 1 0 valid
8239 0 0 0 valid
8240 0 0 1 valid
8241 0 0 0 valid
8242 0 1 1 valid
8243 0 0 0 valid
8244 0 0 1 valid
8245 0 0 1 valid
8246 0 0 0 valid
8247 0 0 1 valid
8248 1 1 1 valid
8249 0 0 1 valid
8250 0 0 1 valid
8251 0 0 1 valid
8252 0 0 1 valid
8253 0 0 0 valid
8254 1 1 1 valid
8255 1 1 1 valid
8256 1 1 1 valid
8257 0 0 1 valid
8258 1 1 1 valid
8259 0 0 0 valid
8260 0 0 1 valid
8261 0 0 1 valid
8262 0 0 0 valid
8263 1 1 1 valid
8264 1 1 1 valid
8265 1 0 1 valid
8266 0 0 1 valid
8267 0 0 0 valid
8268 0 0 1 valid
8269 0 0 0 valid
8270 1 0 0 valid
8271 1 0 1 valid
8272 0 0 0 valid
8273 1 0 0 valid
8274 0 0 0 valid
8275 0 0 1 valid
8276 1 0 1 valid
8277 1 0 1 valid
8278 1 1 1 valid
8279 1 1 1 valid
8280 0 0 1 valid
8281 1 0 1 valid
8282 0 0 1 valid
8283 0 0 0 valid
8284 0 0 1 valid
8285 0 0 1 valid
8286 0 0 1 valid
8287 0 1 0 valid
8288 1 1 1 valid
8289 0 0 1 valid
8290 0 0 1 valid
8291 0 0 0 valid
8292 0 0 0 valid
8293 0 0 0 valid
8294 1 1 1 valid
8295 0 0 0 valid
8296 0 0 0 valid
8297 0 0 0 valid
8298 0 0 1 valid
8299 0 0 1 valid
8300 0 0 1 valid
8301 0 0 0 valid
8302 0 0 0 valid
8303 0 0 0 valid
8304 0 0 0 valid
8305 0 0 1 valid
8306 0 0 0 valid
8307 0 0 0 valid
8308 1 0 1 valid
8309 1 1 1 valid
8310 0 0 0 valid
8311 0 0 0 valid
8312 0 0 0 valid
8313 0 0 1 valid
8314 0 0 0 valid
8315 0 0 1 valid
8316 0 0 1 valid
8317 0 0 0 valid
8318 0 0 1 valid
8319 0 0 1 valid
8320 0 0 1 valid
8321 1 1 1 valid
8322 0 0 0 valid
8323 0 0 1 valid
8324 0 0 1 valid
8325 0 0 1 valid
8326 0 0 0 valid
8327 0 0 0 valid
8328 1 1 1 valid
8329 0 0 0 valid
8330 0 0 0 valid
8331 0 0 1 valid
8332 0 0 0 valid
8333 0 1 1 valid
8334 0 0 0 valid
8335 0 0 1 valid
8336 0 0 1 valid
8337 1 1 1 valid
8338 0 0 1 valid
8339 0 0 1 valid
8340 0 0 1 valid
8341 0 0 0 valid
8342 1 1 0 valid
8343 1 1 1 valid
8344 0 0 1 valid
8345 0 0 1 valid
8346 1 1 1 valid
8347 0 0 0 valid
8348 0 0 1 valid
8349 0 1 1 valid
8350 0 0 1 valid
8351 1 0 1 valid
8352 0 0 1 valid
8353 0 0 1 valid
8354 0 0 0 valid
8355 1 0 1 valid
8356 1 0 1 valid
8357 0 0 1 valid
8358 1 1 1 valid
8359 1 1 0 valid
8360 0 0 0 valid
8361 1 1 1 valid
8362 0 0 1 valid
8363 0 0 1 valid
8364 0 0 1 valid
8365 0 0 1 valid
8366 1 1 0 valid
8367 0 0 0 valid
8368 0 0 0 valid
8369 0 0 0 valid
8370 0 0 0 valid
8371 1 1 1 valid
8372 0 0 1 valid
8373 0 0 1 valid
8374 0 0 1 valid
8375 0 1 1 valid
8376 1 1 0 valid
8377 0 0 0 valid
8378 0 0 1 valid
8379 0 0 0 valid
8380 1 0 1 valid
8381 1 0 1 valid
8382 1 0 0 valid
8383 1 1 1 valid
8384 1 1 1 valid
8385 0 0 0 valid
8386 1 1 1 valid
8387 0 0 1 valid
8388 0 0 1 valid
8389 0 0 1 valid
8390 0 0 1 valid
8391 0 0 1 valid
8392 1 1 0 valid
8393 1 1 1 valid
8394 0 0 1 valid
8395 0 0 1 valid
8396 1 1 1 valid
8397 0 0 1 valid
8398 0 0 0 valid
8399 0 0 0 valid
8400 0 0 0 valid
8401 0 0 1 valid
8402 0 0 0 valid
8403 1 0 0 valid
8404 1 1 1 valid
8405 0 0 1 valid
8406 0 1 1 valid
8407 0 0 1 valid
8408 0 0 0 valid
8409 0 0 1 valid
8410 0 0 1 valid
8411 0 0 1 valid
8412 1 0 1 valid
8413 0 0 0 valid
8414 0 0 1 valid
8415 1 1 1 valid
8416 0 0 0 valid
8417 0 0 0 valid
8418 0 0 1 valid
8419 0 0 1 valid
8420 0 1 0 valid
8421 0 0 1 valid
8422 0 0 0 valid
8423 0 0 1 valid
8424 0 0 0 valid
8425 0 0 0 valid
8426 0 0 1 valid
8427 0 0 1 valid
8428 0 0 1 valid
8429 0 0 0 valid
8430 0 0 1 valid
8431 0 0 0 valid
8432 0 0 0 valid
8433 0 0 0 valid
8434 0 1 1 valid
8435 0 0 1 valid
8436 0 0 0 valid
8437 0 0 1 valid
8438 0 1 1 valid
8439 0 0 1 valid
8440 0 0 1 valid
8441 0 0 0 valid
8442 1 0 1 valid
8443 0 1 1 valid
8444 0 0 1 valid
8445 0 0 1 valid
8446 0 0 1 valid
8447 0 0 0 valid
8448 1 0 0 valid
8449 0 0 1 valid
8450 0 0 0 valid
8451 0 0 0 valid
8452 1 1 1 valid
8453 0 0 0 valid
8454 0 0 1 valid
8455 0 0 0 valid
8456 0 0 1 valid
8457 0 0 1 valid
8458 0 0 1 valid
8459 0 1 1 valid
8460 0 0 0 valid
8461 0 0 1 valid
8462 0 0 1 valid
8463 0 0 1 valid
8464 0 0 0 valid
8465 1 0 1 valid
8466 0 0 1 valid
8467 1 0 1 valid
8468 0 0 1 valid
8469 0 0 1 valid
8470 1 0 0 valid
8471 0 0 1 valid
8472 0 0 1 valid
8473 0 0 1 valid
8474 0 0 1 valid
8475 0 0 0 valid
8476 1 1 1 valid
8477 0 0 1 valid
8478 0 0 1 valid
8479 0 0 1 valid
8480 0 1 1 valid
8481 0 0 0 valid
8482 1 1 1 valid
8483 1 1 1 valid
8484 1 1 1 valid
8485 0 1 1 valid
8486 1 1 1 valid
8487 1 1 1 valid
8488 1 0 1 valid
8489 0 1 1 valid
8490 0 0 1 valid
8491 0 0 0 valid
8492 1 0 1 valid
8493 0 0 1 valid
8494 1 1 1 valid
8495 0 0 0 valid
8496 0 0 0 valid
8497 0 0 1 valid
8498 0 0 1 valid
8499 1 1 1 valid
8500 1 1 1 valid
8501 0 0 0 valid
8502 0 0 1 valid
8503 0 0 0 valid
8504 0 0 1 valid
8505 1 1 1 valid
8506 0 0 1 valid
8507 1 0 1 valid
8508 0 0 1 valid
8509 0 0 0 valid
8510 0 0 0 valid
8511 0 0 1 valid
8512 0 0 0 valid
8513 1 0 1 valid
8514 1 1 1 valid
8515 0 0 1 valid
8516 0 0 1 valid
8517 1 1 1 valid
8518 0 1 1 valid
8519 0 0 1 valid
8520 0 0 0 valid
8521 0 0 0 valid
8522 0 0 1 valid
8523 0 0 0 valid
8524 0 1 1 valid
8525 0 0 1 valid
8526 0 0 1 valid
8527 1 0 1 valid
8528 1 0 1 valid
8529 0 0 1 valid
8530 0 1 1 valid
8531 0 0 0 valid
8532 0 0 1 valid
8533 0 0 0 valid
8534 0 0 1 valid
8535 0 0 1 valid
8536 1 1 1 valid
8537 0 0 1 valid
8538 0 0 1 valid
8539 0 0 0 valid
8540 1 0 1 valid
8541 0 0 1 valid
8542 0 0 1 valid
8543 1 1 1 valid
8544 1 1 0 valid
8545 1 1 1 valid
8546 0 0 1 valid
8547 0 0 1 valid
8548 1 0 1 valid
8549 0 0 0 valid
8550 1 0 0 valid
8551 0 0 0 valid
8552 0 0 1 valid
8553 0 0 1 valid
8554 0 0 1 valid
8555 0 0 0 valid
8556 0 0 1 valid
8557 0 1 1 valid
8558 0 0 0 valid
8559 0 0 1 valid
8560 0 0 0 valid
8561 1 0 1 valid
8562 0 0 1 valid
8563 1 1 1 valid
8564 0 1 0 valid
8565 1 0 1 valid
8566 0 0 1 valid
8567 0 0 1 valid
8568 0 0 0 valid
8569 0 0 1 valid
8570 0 0 0 valid
8571 0 0 0 valid
8572 0 0 0 valid
8573 0 0 0 valid
8574 0 0 1 valid
8575 0 0 0 valid
8576 0 0 0 valid
8577 0 0 1 valid
8578 0 0 1 valid
8579 0 0 1 valid
8580 1 0 1 valid
8581 0 0 1 valid
8582 0 0 1 valid
8583 0 0 1 valid
8584 0 0 0 valid
8585 1 1 0 valid
8586 0 0 1 valid
8587 0 0 1 valid
8588 1 0 1 valid
8589 0 1 0 valid
8590 0 0 0 valid
8591 0 0 1 valid
8592 1 0 0 valid
8593 0 0 1 valid
8594 0 0 0 valid
8595 0 0 1 valid
8596 0 0 1 valid
8597 0 0 0 valid
8598 0 0 1 valid
8599 0 0 0 valid
8600 0 0 1 valid
8601 0 0 0 valid
8602 1 0 1 valid
8603 0 0 0 valid
8604 0 0 1 valid
8605 0 0 1 valid
8606 0 0 1 valid
8607 0 0 1 valid
8608 0 0 0 valid
8609 1 0 1 valid
8610 0 0 0 valid
8611 1 0 1 valid
8612 0 0 1 valid
8613 1 0 1 valid
8614 0 0 0 valid
8615 1 1 1 valid
8616 1 1 1 valid
8617 0 0 0 valid
8618 0 0 1 valid
8619 1 0 1 valid
8620 1 1 1 valid
8621 1 0 1 valid
8622 0 1 1 valid
8623 1 0 1 valid
8624 0 0 0 valid
8625 0 0 0 valid
8626 0 0 0 valid
8627 1 1 1 valid
8628 1 1 1 valid
8629 0 0 1 valid
8630 0 0 0 valid
8631 0 0 0 valid
8632 0 0 1 valid
8633 0 0 1 valid
8634 0 1 1 valid
8635 0 0 0 valid
8636 0 0 0 valid
8637 1 0 1 valid
8638 0 0 1 valid
8639 0 0 0 valid
8640 0 0 0 valid
8641 0 0 0 valid
8642 0 0 0 valid
8643 0 0 0 valid
8644 1 1 1 valid
8645 1 0 1 valid
8646 0 0 1 valid
8647 0 1 1 valid
8648 0 0 0 valid
8649 0 0 1 valid
8650 0 0 1 valid
8651 0 0 1 valid
8652 1 1 1 valid
8653 0 0 0 valid
8654 0 0 1 valid
8655 0 0 1 valid
8656 1 0 1 valid
8657 1 0 1 valid
8658 0 0 1 valid
8659 0 0 1 valid
8660 0 0 1 valid
8661 1 1 1 valid
8662 0 0 1 valid
8663 1 1 1 valid
8664 0 0 0 valid
8665 1 0 1 valid
8666 0 0 1 valid
8667 0 0 0 valid
8668 0 0 1 valid
8669 0 0 0 valid
8670 0 0 0 valid
8671 0 0 0 valid
8672 1 1 1 valid
8673 1 1 0 valid
8674 0 0 1 valid
8675 1 0 0 valid
8676 0 0 1 valid
8677 0 0 0 valid
8678 1 0 0 valid
8679 1 0 1 valid
8680 1 1 1 valid
8681 1 0 1 valid
8682 0 0 0 valid
8683 0 0 1 valid
8684 1 0 1 valid
8685 0 0 1 valid
8686 0 0 1 valid
8687 0 0 1 valid
8688 0 0 0 valid
8689 0 0 1 valid
8690 0 0 1 valid
8691 0 0 1 valid
8692 1 1 1 valid
8693 1 0 0 valid
8694 1 1 1 valid
8695 0 0 0 valid
8696 0 0 1 valid
8697 1 1 1 valid
8698 0 0 1 valid
8699 1 0 0 valid
8700 0 1 1 valid
8701 0 0 1 valid
8702 0 0 1 valid
8703 0 0 1 valid
8704 0 0 0 valid
8705 0 0 0 valid
8706 0 0 1 valid
8707 1 0 0 valid
8708 0 0 1 valid
8709 0 0 1 valid
8710 0 0 0 valid
8711 1 1 1 valid
8712 0 1 1 valid
8713 0 0 0 valid
8714 0 0 0 valid
8715 0 0 1 valid
8716 1 1 1 valid
8717 1 1 1 valid
8718 0 0 0 valid
8719 0 0 1 valid
8720 1 0 1 valid
8721 0 0 0 valid
8722 0 0 1 valid
8723 0 0 1 valid
8724 0 0 1 valid
8725 1 1 1 valid
8726 0 1 0 valid
8727 0 0 0 valid
8728 0 0 1 valid
8729 1 1 1 valid
8730 0 0 0 valid
8731 1 0 1 valid
8732 0 0 0 valid
8733 0 0 1 valid
8734 0 0 1 valid
8735 0 0 0 valid
8736 0 0 1 valid
8737 0 0 1 valid
8738 0 0 1 valid
8739 0 0 0 valid
8740 0 1 1 valid
8741 0 0 0 valid
8742 0 0 1 valid
8743 0 0 0 valid
8744 0 0 1 valid
8745 0 0 1 valid
8746 1 1 1 valid
8747 0 0 1 valid
8748 0 0 1 valid
8749 0 0 1 valid
8750 0 0 1 valid
8751 1 0 1 valid
8752 0 0 0 valid
8753 0 0 1 valid
8754 0 0 1 valid
8755 0 0 1 valid
8756 0 0 1 valid
8757 0 0 0 valid
8758 1 1 1 valid
8759 0 0 1 valid
8760 0 0 1 valid
8761 0 0 1 valid
8762 0 0 0 valid
8763 0 0 0 valid
8764 0 0 1 valid
8765 1 1 1 valid
8766 0 0 1 valid
8767 0 0 0 valid
8768 0 0 1 valid
8769 0 0 0 valid
8770 1 0 1 valid
8771 0 1 1 valid
8772 1 1 1 valid
8773 0 0 1 valid
8774 0 0 1 valid
8775 0 0 0 valid
8776 0 0 1 valid
8777 0 0 1 valid
8778 0 0 0 valid
8779 0 0 0 valid
8780 0 0 1 valid
8781 0 0 0 valid
8782 0 0 0 valid
8783 1 0 1 valid
8784 0 0 0 valid
8785 0 0 1 valid
8786 0 0 1 valid
8787 0 0 1 valid
8788 0 0 1 valid
8789 1 1 1 valid
8790 0 0 1 valid
8791 1 1 1 valid
8792 0 0 0 valid
8793 0 0 0 valid
8794 1 0 0 valid
8795 0 0 1 valid
8796 1 1 1 valid
8797 0 1 1 valid
8798 0 1 1 valid
8799 0 0 0 valid
8800 1 1 1 valid
8801 1 1 0 valid
8802 0 0 1 valid
8803 0 0 1 valid
8804 0 0 1 valid
8805 0 0 0 valid
8806 1 1 1 valid
8807 1 1 1 valid
8808 0 0 0 valid
8809 0 0 0 valid
